"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PAITA (000)",49498,41437,8061
"De 3 a 5 años (001)",7632,889,6743
"De 6 a 11 años (002)",13173,12189,984
"De 12 a 16 años (003)",12083,11959,124
"De 17 a 24 años (004)",16610,16400,210
"Hombres (005)",24971,20850,4121
"De 3 a 5 años (006)",3873,442,3431
"De 6 a 11 años (007)",6661,6130,531
"De 12 a 16 años (008)",6107,6041,66
"De 17 a 24 años (009)",8330,8237,93
"Mujeres (010)",24527,20587,3940
"De 3 a 5 años (011)",3759,447,3312
"De 6 a 11 años (012)",6512,6059,453
"De 12 a 16 años (013)",5976,5918,58
"De 17 a 24 años (014)",8280,8163,117
,,,
"URBANA (015)",47271,39592,7679
"De 3 a 5 años (016)",7307,868,6439
"De 6 a 11 años (017)",12581,11643,938
"De 12 a 16 años (018)",11511,11396,115
"De 17 a 24 años (019)",15872,15685,187
"Hombres (020)",23828,19885,3943
"De 3 a 5 años (021)",3719,433,3286
"De 6 a 11 años (022)",6345,5835,510
"De 12 a 16 años (023)",5806,5745,61
"De 17 a 24 años (024)",7958,7872,86
"Mujeres (025)",23443,19707,3736
"De 3 a 5 años (026)",3588,435,3153
"De 6 a 11 años (027)",6236,5808,428
"De 12 a 16 años (028)",5705,5651,54
"De 17 a 24 años (029)",7914,7813,101
,,,
"RURAL (030)",2227,1845,382
"De 3 a 5 años (031)",325,21,304
"De 6 a 11 años (032)",592,546,46
"De 12 a 16 años (033)",572,563,9
"De 17 a 24 años (034)",738,715,23
"Hombres (035)",1143,965,178
"De 3 a 5 años (036)",154,9,145
"De 6 a 11 años (037)",316,295,21
"De 12 a 16 años (038)",301,296,5
"De 17 a 24 años (039)",372,365,7
"Mujeres (040)",1084,880,204
"De 3 a 5 años (041)",171,12,159
"De 6 a 11 años (042)",276,251,25
"De 12 a 16 años (043)",271,267,4
"De 17 a 24 años (044)",366,350,16
