"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CANAS (000)",35788,2034,10671,6011,4344,4260,3165,2318,2985
"Quechua (001)",32790,1679,9277,5296,4094,4132,3086,2286,2940
"Aymara (002)",31,5,12,2,,5,2,2,3
"Ashaninca (003)",6,,1,3,2,,,,
"Otra lengua nativa (004)",11,,,3,6,2,,,
"Castellano (005)",2910,347,1373,703,230,115,75,27,40
"Es sordomudo/a (007)",40,3,8,4,12,6,2,3,2
"Hombres (009)",17906,1048,5575,3065,2157,2075,1537,1109,1340
"Quechua (010)",16226,844,4823,2675,1998,2002,1486,1087,1311
"Aymara (011)",15,4,5,1,,2,1,,2
"Ashaninca (012)",6,,1,3,2,,,,
"Otra lengua nativa (013)",4,,,,2,2,,,
"Castellano (014)",1638,197,743,382,150,68,50,21,27
"Es sordomudo/a (016)",17,3,3,4,5,1,,1,
"Mujeres (018)",17882,986,5096,2946,2187,2185,1628,1209,1645
"Quechua (019)",16564,835,4454,2621,2096,2130,1600,1199,1629
"Aymara (020)",16,1,7,1,,3,1,2,1
"Otra lengua nativa (022)",7,,,3,4,,,,
"Castellano (023)",1272,150,630,321,80,47,25,6,13
"Es sordomudo/a (025)",23,,5,,7,5,2,2,2
,,,,,,,,,
"URBANA (027)",5795,274,1562,1125,821,854,483,290,386
"Quechua (028)",4179,104,768,741,714,777,433,275,367
"Aymara (029)",9,5,1,,,1,1,,1
"Ashaninca (030)",2,,,2,,,,,
"Otra lengua nativa (031)",8,,,2,4,2,,,
"Castellano (032)",1590,165,790,380,101,72,49,15,18
"Es sordomudo/a (034)",7,,3,,2,2,,,
"Hombres (036)",2909,136,809,583,412,421,233,153,162
"Quechua (037)",2041,47,394,379,352,377,199,141,152
"Aymara (038)",7,4,,,,1,1,,1
"Ashaninca (039)",2,,,2,,,,,
"Otra lengua nativa (040)",4,,,,2,2,,,
"Castellano (041)",854,85,414,202,58,41,33,12,9
"Es sordomudo/a (043)",1,,1,,,,,,
"Mujeres (045)",2886,138,753,542,409,433,250,137,224
"Quechua (046)",2138,57,374,362,362,400,234,134,215
"Aymara (047)",2,1,1,,,,,,
"Otra lengua nativa (049)",4,,,2,2,,,,
"Castellano (050)",736,80,376,178,43,31,16,3,9
"Es sordomudo/a (052)",6,,2,,2,2,,,
,,,,,,,,,
"RURAL (054)",29993,1760,9109,4886,3523,3406,2682,2028,2599
"Quechua (055)",28611,1575,8509,4555,3380,3355,2653,2011,2573
"Aymara (056)",22,,11,2,,4,1,2,2
"Ashaninca (057)",4,,1,1,2,,,,
"Otra lengua nativa (058)",3,,,1,2,,,,
"Castellano (059)",1320,182,583,323,129,43,26,12,22
"Es sordomudo/a (061)",33,3,5,4,10,4,2,3,2
"Hombres (063)",14997,912,4766,2482,1745,1654,1304,956,1178
"Quechua (064)",14185,797,4429,2296,1646,1625,1287,946,1159
"Aymara (065)",8,,5,1,,1,,,1
"Ashaninca (066)",4,,1,1,2,,,,
"Castellano (068)",784,112,329,180,92,27,17,9,18
"Es sordomudo/a (070)",16,3,2,4,5,1,,1,
"Mujeres (072)",14996,848,4343,2404,1778,1752,1378,1072,1421
"Quechua (073)",14426,778,4080,2259,1734,1730,1366,1065,1414
"Aymara (074)",14,,6,1,,3,1,2,1
"Otra lengua nativa (076)",3,,,1,2,,,,
"Castellano (077)",536,70,254,143,37,16,9,3,4
"Es sordomudo/a (079)",17,,3,,5,3,2,2,2
