"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LIMA (000)",3286770,1893131,347188,402689,643762
"Empleado (001)",1415612,432642,183720,287763,511487
"Obrero (002)",504127,193313,83047,102884,124883
"Trabajador independiente (003)",1069703,1005022,64681,,
"Empleador o patrono (004)",71884,45685,11141,9446,5612
"Trabajador familiar no remunerado (005)",71527,62552,4599,2596,1780
"Trabajador del hogar (006)",153917,153917,,,
"De 06 a 14 años (008)",19394,16634,1745,735,280
"Empleado (009)",4129,3299,460,257,113
"Obrero (010)",2301,1520,419,230,132
"Trabajador independiente (011)",4067,3797,270,,
"Empleador o patrono (012)",49,33,7,6,3
"Trabajador familiar no remunerado (013)",6936,6073,589,242,32
"Trabajador del hogar (014)",1912,1912,,,
"De 15 a 29 años (016)",1141672,626113,152316,162263,200980
"Empleado (017)",530423,198000,82439,109885,140099
"Obrero (018)",230245,81060,41158,49278,58749
"Trabajador independiente (019)",268584,244190,24394,,
"Empleador o patrono (020)",14958,9097,2413,2014,1434
"Trabajador familiar no remunerado (021)",24173,20477,1912,1086,698
"Trabajador del hogar (022)",73289,73289,,,
"De 30 a 44 años (024)",1246213,687631,124604,158372,275606
"Empleado (025)",559286,146719,67021,117820,227726
"Obrero (026)",174137,64747,27849,36246,45295
"Trabajador independiente (027)",417622,393493,24129,,
"Empleador o patrono (028)",28804,18453,4536,3678,2137
"Trabajador familiar no remunerado (029)",19866,17721,1069,628,448
"Trabajador del hogar (030)",46498,46498,,,
"De 45 a 64 años (032)",782778,488790,61898,75115,156975
"Empleado (033)",298356,75989,30964,55741,135662
"Obrero (034)",87693,40174,12411,15817,19291
"Trabajador independiente (035)",327076,312898,14178,,
"Empleador o patrono (036)",23878,15333,3626,3178,1741
"Trabajador familiar no remunerado (037)",16311,14932,719,379,281
"Trabajador del hogar (038)",29464,29464,,,
"De 65 y más años (040)",96713,73963,6625,6204,9921
"Empleado (041)",23418,8635,2836,4060,7887
"Obrero (042)",9751,5812,1210,1313,1416
"Trabajador independiente (043)",52354,50644,1710,,
"Empleador o patrono (044)",4195,2769,559,570,297
"Trabajador familiar no remunerado (045)",4241,3349,310,261,321
"Trabajador del hogar (046)",2754,2754,,,
,,,,,
"URBANA (048)",3282559,1890175,346533,402283,643568
