"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia COTABAMBAS (000)",7522,144,2089,2860,1849,580
"Agric., ganadería, caza y silvicultura (001)",3732,89,886,1201,1104,452
"Explotación de minas y canteras (003)",406,,162,202,38,4
"Industrias manufactureras (004)",209,7,72,70,49,11
"Suministro de electricidad, gas y agua (005)",16,,5,8,3,
"Construcción (006)",592,3,190,226,144,29
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",407,19,103,170,88,27
"Venta, mant.y rep. veh.autom.y motoc. (008)",22,,10,7,5,
"Comercio al por mayor (009)",10,,1,5,3,1
"Comercio al por menor (010)",375,19,92,158,80,26
"Hoteles y restaurantes (011)",188,5,66,64,46,7
"Trans., almac. y comunicaciones (012)",106,3,37,45,16,5
"Intermediación financiera (013)",3,,,,3,
"Activid.inmobil., empres. y alquileres (014)",99,,43,41,15,
"Admin.pub. y defensa; p. segur.soc.afil (015)",256,,57,132,63,4
"Enseñanza (016)",783,,189,428,162,4
"Servicios sociales y de salud (017)",141,,68,61,12,
"Otras activ. serv.comun.soc y personales (018)",76,1,38,25,10,2
"Hogares privados con servicio doméstico (019)",155,15,67,39,23,11
"Actividad economica no especificada (021)",353,2,106,148,73,24
"Hombres (022)",5534,81,1456,2091,1451,455
"Agric., ganadería, caza y silvicultura (023)",3035,55,695,987,916,382
"Explotación de minas y canteras (025)",366,,144,186,33,3
"Industrias manufactureras (026)",143,6,51,49,33,4
"Suministro de electricidad, gas y agua (027)",14,,4,7,3,
"Construcción (028)",573,3,178,223,141,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",164,12,35,60,45,12
"Venta, mant.y rep. veh.autom.y motoc. (030)",19,,9,7,3,
"Comercio al por mayor (031)",4,,1,1,1,1
"Comercio al por menor (032)",141,12,25,52,41,11
"Hoteles y restaurantes (033)",52,,21,17,13,1
"Trans., almac. y comunicaciones (034)",99,3,35,41,16,4
"Intermediación financiera (035)",2,,,,2,
"Activid.inmobil., empres. y alquileres (036)",78,,34,31,13,
"Admin.pub. y defensa; p. segur.soc.afil (037)",212,,39,112,57,4
"Enseñanza (038)",463,,102,240,117,4
"Servicios sociales y de salud (039)",51,,22,22,7,
"Otras activ. serv.comun.soc y personales (040)",56,,25,23,7,1
"Hogares privados con servicio doméstico (041)",19,1,7,5,3,3
"Actividad economica no especificada (043)",207,1,64,88,45,9
