"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia VIRU (000)",751,156,595
"De 14 a 29 años (001)",465,128,337
"De 30 a 44 años (002)",152,22,130
"De 45 a 64 años (003)",112,6,106
"De 65 y más años (004)",22,,22
"Hombres (005)",507,89,418
"De 14 a 29 años (006)",287,71,216
"De 30 a 44 años (007)",110,14,96
"De 45 a 64 años (008)",92,4,88
"De 65 y más años (009)",18,,18
"Mujeres (010)",244,67,177
"De 14 a 29 años (011)",178,57,121
"De 30 a 44 años (012)",42,8,34
"De 45 a 64 años (013)",20,2,18
"De 65 y más años (014)",4,,4
,,,
"AREA URBANA (015)",551,128,423
"De 14 a 29 años (016)",336,104,232
"De 30 a 44 años (017)",119,19,100
"De 45 a 64 años (018)",79,5,74
"De 65 y más años (019)",17,,17
"Hombres (020)",382,81,301
"De 14 a 29 años (021)",218,65,153
"De 30 a 44 años (022)",85,13,72
"De 45 a 64 años (023)",66,3,63
"De 65 y más años (024)",13,,13
"Mujeres (025)",169,47,122
"De 14 a 29 años (026)",118,39,79
"De 30 a 44 años (027)",34,6,28
"De 45 a 64 años (028)",13,2,11
"De 65 y más años (029)",4,,4
,,,
"AREA RURAL (030)",200,28,172
"De 14 a 29 años (031)",129,24,105
"De 30 a 44 años (032)",33,3,30
"De 45 a 64 años (033)",33,1,32
"De 65 y más años (034)",5,,5
"Hombres (035)",125,8,117
"De 14 a 29 años (036)",69,6,63
"De 30 a 44 años (037)",25,1,24
"De 45 a 64 años (038)",26,1,25
"De 65 y más años (039)",5,,5
"Mujeres (040)",75,20,55
"De 14 a 29 años (041)",60,18,42
"De 30 a 44 años (042)",8,2,6
"De 45 a 64 años (043)",7,,7
