"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia YAULI (000)",37916,5304,6508,8716,7572,5149,4667
"Católica (001)",31341,4354,5331,7160,6282,4337,3877
"Cristiana/Evangélica (002)",5296,736,908,1237,1057,693,665
"Otra (003)",629,87,108,146,130,70,88
"Ninguna (004)",650,127,161,173,103,49,37
"Hombres (006)",20295,2677,3292,4784,4147,2902,2493
"Católica (007)",16969,2190,2702,3997,3469,2500,2111
"Cristiana/Evangélica (008)",2563,374,431,580,536,330,312
"Otra (009)",323,39,59,80,64,35,46
"Ninguna (010)",440,74,100,127,78,37,24
"Mujeres (012)",17621,2627,3216,3932,3425,2247,2174
"Católica (013)",14372,2164,2629,3163,2813,1837,1766
"Cristiana/Evangélica (014)",2733,362,477,657,521,363,353
"Otra (015)",306,48,49,66,66,35,42
"Ninguna (016)",210,53,61,46,25,12,13
,,,,,,,
"URBANA (018)",33202,4816,5685,7535,6765,4516,3885
"Católica (019)",27198,3904,4595,6120,5590,3786,3203
"Cristiana/Evangélica (020)",4807,702,837,1130,960,620,558
"Otra (021)",595,85,102,131,122,68,87
"Ninguna (022)",602,125,151,154,93,42,37
"Hombres (024)",17479,2419,2832,3998,3631,2522,2077
"Católica (025)",14491,1954,2290,3301,3029,2169,1748
"Cristiana/Evangélica (026)",2295,354,394,521,476,290,260
"Otra (027)",296,38,54,68,58,33,45
"Ninguna (028)",397,73,94,108,68,30,24
"Mujeres (030)",15723,2397,2853,3537,3134,1994,1808
"Católica (031)",12707,1950,2305,2819,2561,1617,1455
"Cristiana/Evangélica (032)",2512,348,443,609,484,330,298
"Otra (033)",299,47,48,63,64,35,42
"Ninguna (034)",205,52,57,46,25,12,13
,,,,,,,
"RURAL (036)",4714,488,823,1181,807,633,782
"Católica (037)",4143,450,736,1040,692,551,674
"Cristiana/Evangélica (038)",489,34,71,107,97,73,107
"Otra (039)",34,2,6,15,8,2,1
"Ninguna (040)",48,2,10,19,10,7,
"Hombres (042)",2816,258,460,786,516,380,416
"Católica (043)",2478,236,412,696,440,331,363
"Cristiana/Evangélica (044)",268,20,37,59,60,40,52
"Otra (045)",27,1,5,12,6,2,1
"Ninguna (046)",43,1,6,19,10,7,
"Mujeres (048)",1898,230,363,395,291,253,366
"Católica (049)",1665,214,324,344,252,220,311
"Cristiana/Evangélica (050)",221,14,34,48,37,33,55
"Otra (051)",7,1,1,3,2,,
"Ninguna (052)",5,1,4,,,,
