"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAURA (000)",3341,662,2679
"Sin nivel (001)",79,8,71
"Educación inicial (002)",3,1,2
"Primaria (003)",496,69,427
"Secundaria (004)",1600,311,1289
"Superior no univ. incompleta (005)",157,42,115
"Superior no univ. completa (006)",162,32,130
"Superior univ. incompleta (007)",331,87,244
"Superior univ. completa (008)",513,112,401
"De 14 a 29 años (010)",1787,538,1249
"Sin nivel (011)",19,6,13
"Educación inicial (012)",1,,1
"Primaria (013)",140,35,105
"Secundaria (014)",947,266,681
"Superior no univ. incompleta (015)",99,35,64
"Superior no univ. completa (016)",99,28,71
"Superior univ. incompleta (017)",244,82,162
"Superior univ. completa (018)",238,86,152
"De 30 a 44 años (020)",940,107,833
"Sin nivel (021)",25,1,24
"Educación inicial (022)",2,1,1
"Primaria (023)",141,28,113
"Secundaria (024)",437,39,398
"Superior no univ. incompleta (025)",38,6,32
"Superior no univ. completa (026)",38,4,34
"Superior univ. incompleta (027)",61,5,56
"Superior univ. completa (028)",198,23,175
"De 45 a 64 años (030)",513,17,496
"Sin nivel (031)",21,1,20
"Primaria (033)",155,6,149
"Secundaria (034)",198,6,192
"Superior no univ. incompleta (035)",18,1,17
"Superior no univ. completa (036)",24,,24
"Superior univ. incompleta (037)",25,,25
"Superior univ. completa (038)",72,3,69
"De 65 y más años (040)",101,,101
"Sin nivel (041)",14,,14
"Primaria (043)",60,,60
"Secundaria (044)",18,,18
"Superior no univ. incompleta (045)",2,,2
"Superior no univ. completa (046)",1,,1
"Superior univ. incompleta (047)",1,,1
"Superior univ. completa (048)",5,,5
,,,
"AREA URBANA (050)",3058,600,2458
"Sin nivel (051)",56,8,48
"Educación inicial (052)",3,1,2
"Primaria (053)",427,57,370
"Secundaria (054)",1462,275,1187
"Superior no univ. incompleta (055)",151,41,110
"Superior no univ. completa (056)",149,29,120
"Superior univ. incompleta (057)",319,86,233
"Superior univ. completa (058)",491,103,388
"De 14 a 29 años (060)",1628,487,1141
"Sin nivel (061)",17,6,11
"Educación inicial (062)",1,,1
"Primaria (063)",117,30,87
"Secundaria (064)",853,232,621
"Superior no univ. incompleta (065)",95,34,61
"Superior no univ. completa (066)",87,25,62
"Superior univ. incompleta (067)",233,81,152
"Superior univ. completa (068)",225,79,146
"De 30 a 44 años (070)",867,97,770
"Sin nivel (071)",16,1,15
"Educación inicial (072)",2,1,1
"Primaria (073)",120,22,98
"Secundaria (074)",405,37,368
"Superior no univ. incompleta (075)",37,6,31
"Superior no univ. completa (076)",38,4,34
"Superior univ. incompleta (077)",60,5,55
"Superior univ. completa (078)",189,21,168
"De 45 a 64 años (080)",477,16,461
"Sin nivel (081)",13,1,12
"Primaria (083)",140,5,135
"Secundaria (084)",187,6,181
"Superior no univ. incompleta (085)",17,1,16
"Superior no univ. completa (086)",23,,23
"Superior univ. incompleta (087)",25,,25
"Superior univ. completa (088)",72,3,69
"De 65 y más años (090)",86,,86
"Sin nivel (091)",10,,10
"Primaria (093)",50,,50
"Secundaria (094)",17,,17
"Superior no univ. incompleta (095)",2,,2
"Superior no univ. completa (096)",1,,1
"Superior univ. incompleta (097)",1,,1
"Superior univ. completa (098)",5,,5
,,,
"AREA RURAL (100)",283,62,221
"Sin nivel (101)",23,,23
"Primaria (103)",69,12,57
"Secundaria (104)",138,36,102
"Superior no univ. incompleta (105)",6,1,5
"Superior no univ. completa (106)",13,3,10
"Superior univ. incompleta (107)",12,1,11
"Superior univ. completa (108)",22,9,13
"De 14 a 29 años (110)",159,51,108
"Sin nivel (111)",2,,2
"Primaria (113)",23,5,18
"Secundaria (114)",94,34,60
"Superior no univ. incompleta (115)",4,1,3
"Superior no univ. completa (116)",12,3,9
"Superior univ. incompleta (117)",11,1,10
"Superior univ. completa (118)",13,7,6
"De 30 a 44 años (120)",73,10,63
"Sin nivel (121)",9,,9
"Primaria (123)",21,6,15
"Secundaria (124)",32,2,30
"Superior no univ. incompleta (125)",1,,1
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",9,2,7
"De 45 a 64 años (130)",36,1,35
"Sin nivel (131)",8,,8
"Primaria (133)",15,1,14
"Secundaria (134)",11,,11
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",15,,15
"Sin nivel (141)",4,,4
"Primaria (143)",10,,10
"Secundaria (144)",1,,1
