"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL LUZURIAGA (000)",16178,7168,1303,154,7561
"Conviviente (001)",4532,2031,309,21,2172
"Separado(a) (002)",468,194,31,5,238
"Casado(a) (003)",4502,1832,548,43,2085
"Viudo(a) (004)",1006,343,24,4,635
"Divorciado(a) (005)",48,16,4,,28
"Soltero(a) (006)",5622,2752,387,81,2403
"Hombres (008)",7857,3106,691,99,3967
"Conviviente (009)",2209,825,157,17,1210
"Separado(a) (010)",74,12,9,4,49
"Casado(a) (011)",2213,763,311,30,1114
"Viudo(a) (012)",197,44,9,,144
"Divorciado(a) (013)",16,3,3,,10
"Soltero(a) (014)",3148,1459,202,48,1440
"Mujeres (016)",8321,4062,612,55,3594
"Conviviente (017)",2323,1206,152,4,962
"Separado(a) (018)",394,182,22,1,189
"Casado(a) (019)",2289,1069,237,13,971
"Viudo(a) (020)",809,299,15,4,491
"Divorciado(a) (021)",32,13,1,,18
"Soltero(a) (022)",2474,1293,185,33,963
,,,,,
"URBANA (024)",2185,540,603,57,986
"Conviviente (025)",592,169,138,8,277
"Separado(a) (026)",66,13,17,2,34
"Casado(a) (027)",675,126,259,24,266
"Viudo(a) (028)",101,20,14,3,64
"Divorciado(a) (029)",2,,1,,1
"Soltero(a) (030)",749,212,174,20,344
"Hombres (032)",1092,248,300,42,503
"Conviviente (033)",294,73,65,7,149
"Separado(a) (034)",16,1,5,1,9
"Casado(a) (035)",345,54,136,18,137
"Viudo(a) (036)",17,3,3,,11
"Divorciado(a) (037)",1,,1,,
"Soltero(a) (038)",419,117,90,16,197
"Mujeres (040)",1093,292,303,15,483
"Conviviente (041)",298,96,73,1,128
"Separado(a) (042)",50,12,12,1,25
"Casado(a) (043)",330,72,123,6,129
"Viudo(a) (044)",84,17,11,3,53
"Divorciado(a) (045)",1,,,,1
"Soltero(a) (046)",330,95,84,4,147
,,,,,
"RURAL (048)",13993,6628,700,97,6575
"Conviviente (049)",3940,1862,171,13,1895
"Separado(a) (050)",402,181,14,3,204
"Casado(a) (051)",3827,1706,289,19,1819
"Viudo(a) (052)",905,323,10,1,571
"Divorciado(a) (053)",46,16,3,,27
"Soltero(a) (054)",4873,2540,213,61,2059
"Hombres (056)",6765,2858,391,57,3464
"Conviviente (057)",1915,752,92,10,1061
"Separado(a) (058)",58,11,4,3,40
"Casado(a) (059)",1868,709,175,12,977
"Viudo(a) (060)",180,41,6,,133
"Divorciado(a) (061)",15,3,2,,10
"Soltero(a) (062)",2729,1342,112,32,1243
"Mujeres (064)",7228,3770,309,40,3111
"Conviviente (065)",2025,1110,79,3,834
"Separado(a) (066)",344,170,10,,164
"Casado(a) (067)",1959,997,114,7,842
"Viudo(a) (068)",725,282,4,1,438
"Divorciado(a) (069)",31,13,1,,17
"Soltero(a) (070)",2144,1198,101,29,816
