"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia LAMBAYEQUE",,,,,,,,,
"Hogares (001)",56264,1363,465,257,230,114,128,132,53575
"Ocupantes presentes (002)",258671,5536,1835,908,921,523,632,879,247437
"Casa independiente",,,,,,,,,
"Hogares (004)",53230,1315,449,243,224,108,127,126,50638
"Ocupantes presentes (005)",246863,5400,1796,865,895,496,631,835,235945
"Departamento en edificio",,,,,,,,,
"Hogares (007)",289,6,4,1,,1,1,2,274
"Ocupantes presentes (008)",929,21,11,2,,1,1,16,877
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",308,4,4,2,,1,,,297
"Ocupantes presentes (011)",1007,7,7,5,,5,,,983
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",145,4,1,,,,,1,139
"Ocupantes presentes (014)",449,13,3,,,,,11,422
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1693,17,3,4,1,3,,2,1663
"Ocupantes presentes (017)",7670,69,9,11,2,16,,10,7553
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",541,16,4,5,5,1,,1,509
"Ocupantes presentes (020)",1572,25,9,15,24,5,,7,1487
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",50,1,,2,,,,,47
"Ocupantes presentes (023)",164,1,,10,,,,,153
"Otro tipo",,,,,,,,,
"Hogares (025)",8,,,,,,,,8
"Ocupantes presentes (026)",17,,,,,,,,17
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",29081,1064,364,200,185,85,95,98,26990
"Ocupantes presentes (029)",124818,4236,1415,675,717,377,460,611,116327
"Casa independiente",,,,,,,,,
"Hogares (031)",27757,1033,351,190,180,82,94,94,25733
"Ocupantes presentes (032)",120734,4169,1385,643,693,366,459,577,112442
"Departamento en edificio",,,,,,,,,
"Hogares (034)",289,6,4,1,,1,1,2,274
"Ocupantes presentes (035)",929,21,11,2,,1,1,16,877
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",308,4,4,2,,1,,,297
"Ocupantes presentes (038)",1007,7,7,5,,5,,,983
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",145,4,1,,,,,1,139
"Ocupantes presentes (041)",449,13,3,,,,,11,422
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",541,16,4,5,5,1,,1,509
"Ocupantes presentes (047)",1572,25,9,15,24,5,,7,1487
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",36,1,,2,,,,,33
"Ocupantes presentes (050)",115,1,,10,,,,,104
"Otro tipo",,,,,,,,,
"Hogares (052)",5,,,,,,,,5
"Ocupantes presentes (053)",12,,,,,,,,12
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",27183,299,101,57,45,29,33,34,26585
"Ocupantes presentes (056)",133853,1300,420,233,204,146,172,268,131110
"Casa independiente",,,,,,,,,
"Hogares (058)",25473,282,98,53,44,26,33,32,24905
"Ocupantes presentes (059)",126129,1231,411,222,202,130,172,258,123503
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1693,17,3,4,1,3,,2,1663
"Ocupantes presentes (071)",7670,69,9,11,2,16,,10,7553
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",14,,,,,,,,14
"Ocupantes presentes (077)",49,,,,,,,,49
"Otro tipo",,,,,,,,,
"Hogares (079)",3,,,,,,,,3
"Ocupantes presentes (080)",5,,,,,,,,5
