"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia YAUYOS (000)",9441,9164,2294,1026,1074,994,1608,1098,1070,277
"Católica (001)",8400,8151,2066,919,971,890,1422,948,935,249
"Cristiana/Evangélica (002)",836,814,164,87,84,81,159,127,112,22
"Otra (003)",111,107,29,8,16,14,17,14,9,4
"Ninguna (004)",94,92,35,12,3,9,10,9,14,2
,,,,,,,,,,
"URBANA (006)",5954,5769,1464,660,692,687,1017,672,577,185
"Católica (007)",5270,5108,1323,593,622,610,893,577,490,162
"Cristiana/Evangélica (008)",558,538,104,56,56,59,104,83,76,20
"Otra (009)",86,84,25,5,13,13,15,8,5,2
"Ninguna (010)",40,39,12,6,1,5,5,4,6,1
,,,,,,,,,,
"RURAL (012)",3487,3395,830,366,382,307,591,426,493,92
"Católica (013)",3130,3043,743,326,349,280,529,371,445,87
"Cristiana/Evangélica (014)",278,276,60,31,28,22,55,44,36,2
"Otra (015)",25,23,4,3,3,1,2,6,4,2
"Ninguna (016)",54,53,23,6,2,4,5,5,8,1
