"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia NAZCA (000)",54527,5267,13028,2636,33808
"Quechua (001)",4206,201,843,126,3045
"Aymara (002)",93,6,17,5,69
"Asháninka (003)",13,2,3,2,8
"Castellano (005)",50071,5053,12142,2446,30625
"Idioma Extranjero (006)",104,1,12,56,37
"Es Sordomudo/a (007)",40,4,11,1,24
"Hombres (009)",27941,2542,6960,1599,16976
"Quechua (010)",2054,86,470,81,1424
"Aymara (011)",55,3,9,2,43
"Asháninka (012)",6,,2,1,4
"Castellano (014)",25745,2451,6464,1481,15473
"Idioma Extranjero (015)",63,1,10,33,21
"Es Sordomudo/a (016)",18,1,5,1,11
"Mujeres (018)",26586,2725,6068,1037,16832
"Quechua (019)",2152,115,373,45,1621
"Aymara (020)",38,3,8,3,26
"Asháninka (021)",7,2,1,1,4
"Castellano (023)",24326,2602,5678,965,15152
"Idioma Extranjero (024)",41,,2,23,16
"Es Sordomudo/a (025)",22,3,6,,13
,,,,,
"URBANA (027)",47861,4105,12354,2457,29149
"Quechua (028)",3193,158,705,105,2233
"Aymara (029)",81,6,16,5,58
"Asháninka (030)",8,1,3,2,4
"Castellano (032)",44441,3936,11608,2288,26797
"Idioma Extranjero (033)",103,1,12,56,36
"Es Sordomudo/a (034)",35,3,10,1,21
"Hombres (036)",24296,1939,6571,1480,14436
"Quechua (037)",1548,65,395,67,1027
"Aymara (038)",49,3,9,2,37
"Asháninka (039)",5,,2,1,3
"Castellano (041)",22617,1869,6151,1376,13340
"Idioma Extranjero (042)",62,1,10,33,20
"Es Sordomudo/a (043)",15,1,4,1,9
"Mujeres (045)",23565,2166,5783,977,14713
"Quechua (046)",1645,93,310,38,1206
"Aymara (047)",32,3,7,3,21
"Asháninka (048)",3,1,1,1,1
"Castellano (050)",21824,2067,5457,912,13457
"Idioma Extranjero (051)",41,,2,23,16
"Es Sordomudo/a (052)",20,2,6,,12
,,,,,
"RURAL (054)",6666,1162,674,179,4659
"Quechua (055)",1013,43,138,21,812
"Aymara (056)",12,,1,,11
"Asháninka (057)",5,1,,,4
"Castellano (059)",5630,1117,534,158,3828
"Idioma Extranjero (060)",1,,,,1
"Es Sordomudo/a (061)",5,1,1,,3
"Hombres (063)",3645,603,389,119,2540
"Quechua (064)",506,21,75,14,397
"Aymara (065)",6,,,,6
"Asháninka (066)",1,,,,1
"Castellano (068)",3128,582,313,105,2133
"Idioma Extranjero (069)",1,,,,1
"Es Sordomudo/a (070)",3,,1,,2
"Mujeres (072)",3021,559,285,60,2119
"Quechua (073)",507,22,63,7,415
"Aymara (074)",6,,1,,5
"Asháninka (075)",4,1,,,3
"Castellano (077)",2502,535,221,53,1695
"Es Sordomudo/a (079)",2,1,,,1
