"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MANU (000)",4400,91,1891,1248,319,102,52,5,,,692
"Conviviente (001)",2997,59,1336,886,207,57,29,2,,,421
"Separado(a) (002)",241,8,122,64,21,8,3,,,,15
"Casado(a) (003)",744,15,303,219,72,25,16,3,,,91
"Viudo(a) (004)",130,3,47,33,5,7,3,,,,32
"Divorciado(a) (005)",20,1,12,2,1,1,,,,,3
"Soltero(a) (006)",268,5,71,44,13,4,1,,,,130
,,,,,,,,,,,
"URBANA (008)",1773,28,699,519,158,57,24,5,,,283
"Conviviente (009)",1121,15,458,345,97,30,12,2,,,162
"Separado(a) (010)",112,,57,34,8,7,1,,,,5
"Casado(a) (011)",356,7,133,108,41,13,10,3,,,41
"Viudo(a) (012)",44,1,16,14,3,3,,,,,7
"Divorciado(a) (013)",9,1,5,1,,1,,,,,1
"Soltero(a) (014)",131,4,30,17,9,3,1,,,,67
,,,,,,,,,,,
"RURAL (016)",2627,63,1192,729,161,45,28,,,,409
"Conviviente (017)",1876,44,878,541,110,27,17,,,,259
"Separado(a) (018)",129,8,65,30,13,1,2,,,,10
"Casado(a) (019)",388,8,170,111,31,12,6,,,,50
"Viudo(a) (020)",86,2,31,19,2,4,3,,,,25
"Divorciado(a) (021)",11,,7,1,1,,,,,,2
"Soltero(a) (022)",137,1,41,27,4,1,,,,,63
