"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MANU (000)",17407,3253,7146,4729,1957,322
"Hombres (001)",10170,1673,4019,2938,1334,206
"Mujeres (002)",7237,1580,3127,1791,623,116
"PEA (003)",10471,150,4955,3669,1510,187
"Hombres (004)",7535,93,3403,2684,1199,156
"Mujeres (005)",2936,57,1552,985,311,31
"Ocupada (006)",10166,145,4763,3593,1481,184
"Hombres (007)",7279,89,3249,2615,1173,153
"Mujeres (008)",2887,56,1514,978,308,31
"Desocupada (009)",305,5,192,76,29,3
"Hombres (010)",256,4,154,69,26,3
"Mujeres (011)",49,1,38,7,3,
"No PEA (012)",6936,3103,2191,1060,447,135
"Hombres (013)",2635,1580,616,254,135,50
"Mujeres (014)",4301,1523,1575,806,312,85
,,,,,,
"URBANA (018)",6198,1513,2160,1725,695,105
"Hombres (019)",3190,772,1016,901,435,66
"Mujeres (020)",3008,741,1144,824,260,39
"PEA (021)",3281,80,1348,1269,523,61
"Hombres (022)",2033,51,759,784,389,50
"Mujeres (023)",1248,29,589,485,134,11
"Ocupada (024)",3217,78,1315,1253,511,60
"Hombres (025)",1984,49,737,770,379,49
"Mujeres (026)",1233,29,578,483,132,11
"Desocupada (027)",64,2,33,16,12,1
"Hombres (028)",49,2,22,14,10,1
"Mujeres (029)",15,,11,2,2,
"No PEA (030)",2917,1433,812,456,172,44
"Hombres (031)",1157,721,257,117,46,16
"Mujeres (032)",1760,712,555,339,126,28
,,,,,,
"RURAL (036)",11209,1740,4986,3004,1262,217
"Hombres (037)",6980,901,3003,2037,899,140
"Mujeres (038)",4229,839,1983,967,363,77
"PEA (039)",7190,70,3607,2400,987,126
"Hombres (040)",5502,42,2644,1900,810,106
"Mujeres (041)",1688,28,963,500,177,20
"Ocupada (042)",6949,67,3448,2340,970,124
"Hombres (043)",5295,40,2512,1845,794,104
"Mujeres (044)",1654,27,936,495,176,20
"Desocupada (045)",241,3,159,60,17,2
"Hombres (046)",207,2,132,55,16,2
"Mujeres (047)",34,1,27,5,1,
"No PEA (048)",4019,1670,1379,604,275,91
"Hombres (049)",1478,859,359,137,89,34
"Mujeres (050)",2541,811,1020,467,186,57
