"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUAMANGA (000)",207769,10347,25633,27309,24017,40759,29539,38400,11765
"Sabe leer y escribir (001)",173198,,19980,27108,23773,39722,27401,29853,5361
"No sabe leer y escribir (002)",34571,10347,5653,201,244,1037,2138,8547,6404
"Hombres (004)",101044,5327,13090,13728,11798,19892,14056,18080,5073
"Sabe leer y escribir (005)",88803,,10197,13633,11713,19664,13670,16478,3448
"No sabe leer y escribir (006)",12241,5327,2893,95,85,228,386,1602,1625
"Mujeres (008)",106725,5020,12543,13581,12219,20867,15483,20320,6692
"Sabe leer y escribir (009)",84395,,9783,13475,12060,20058,13731,13375,1913
"No sabe leer y escribir (010)",22330,5020,2760,106,159,809,1752,6945,4779
,,,,,,,,,
"URBANA (012)",152369,6883,17320,19246,18440,32106,22775,28124,7475
"Sabe leer y escribir (013)",133809,,14028,19151,18349,31779,21965,24220,4317
"No sabe leer y escribir (014)",18560,6883,3292,95,91,327,810,3904,3158
"Hombres (016)",73936,3535,8822,9608,8985,15672,10792,13322,3200
"Sabe leer y escribir (017)",67286,,7145,9559,8954,15586,10654,12774,2614
"No sabe leer y escribir (018)",6650,3535,1677,49,31,86,138,548,586
"Mujeres (020)",78433,3348,8498,9638,9455,16434,11983,14802,4275
"Sabe leer y escribir (021)",66523,,6883,9592,9395,16193,11311,11446,1703
"No sabe leer y escribir (022)",11910,3348,1615,46,60,241,672,3356,2572
,,,,,,,,,
"RURAL (024)",55400,3464,8313,8063,5577,8653,6764,10276,4290
"Sabe leer y escribir (025)",39389,,5952,7957,5424,7943,5436,5633,1044
"No sabe leer y escribir (026)",16011,3464,2361,106,153,710,1328,4643,3246
"Hombres (028)",27108,1792,4268,4120,2813,4220,3264,4758,1873
"Sabe leer y escribir (029)",21517,,3052,4074,2759,4078,3016,3704,834
"No sabe leer y escribir (030)",5591,1792,1216,46,54,142,248,1054,1039
"Mujeres (032)",28292,1672,4045,3943,2764,4433,3500,5518,2417
"Sabe leer y escribir (033)",17872,,2900,3883,2665,3865,2420,1929,210
"No sabe leer y escribir (034)",10420,1672,1145,60,99,568,1080,3589,2207
