"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONTUMAZA (000)",23757,5140,2394,515,15738
"Conviviente (001)",8271,1626,508,105,6034
"Separado(a) (002)",835,174,61,9,591
"Casado(a) (003)",5182,604,1019,224,3354
"Viudo(a) (004)",1122,150,105,17,850
"Divorciado(a) (005)",49,5,10,1,33
"Soltero(a) (006)",8298,2581,691,159,4876
"Hombres (008)",12089,2209,1196,315,8390
"Conviviente (009)",4061,589,241,68,3165
"Separado(a) (010)",206,17,19,4,166
"Casado(a) (011)",2633,248,523,138,1736
"Viudo(a) (012)",348,40,45,5,258
"Divorciado(a) (013)",21,2,4,1,14
"Soltero(a) (014)",4820,1313,364,99,3051
"Mujeres (016)",11668,2931,1198,200,7348
"Conviviente (017)",4210,1037,267,37,2869
"Separado(a) (018)",629,157,42,5,425
"Casado(a) (019)",2549,356,496,86,1618
"Viudo(a) (020)",774,110,60,12,592
"Divorciado(a) (021)",28,3,6,,19
"Soltero(a) (022)",3478,1268,327,60,1825
,,,,,
"URBANA (024)",10513,1882,2096,412,6149
"Conviviente (025)",3034,546,423,83,1984
"Separado(a) (026)",407,69,52,6,280
"Casado(a) (027)",2739,231,897,188,1440
"Viudo(a) (028)",506,59,92,14,341
"Divorciado(a) (029)",28,2,10,1,15
"Soltero(a) (030)",3799,975,622,120,2089
"Hombres (032)",5180,772,1036,258,3133
"Conviviente (033)",1454,191,193,56,1016
"Separado(a) (034)",93,4,17,2,70
"Casado(a) (035)",1383,90,456,117,731
"Viudo(a) (036)",144,12,37,3,92
"Divorciado(a) (037)",12,,4,1,7
"Soltero(a) (038)",2094,475,329,79,1217
"Mujeres (040)",5333,1110,1060,154,3016
"Conviviente (041)",1580,355,230,27,968
"Separado(a) (042)",314,65,35,4,210
"Casado(a) (043)",1356,141,441,71,709
"Viudo(a) (044)",362,47,55,11,249
"Divorciado(a) (045)",16,2,6,,8
"Soltero(a) (046)",1705,500,293,41,872
,,,,,
"RURAL (048)",13244,3258,298,103,9589
"Conviviente (049)",5237,1080,85,22,4050
"Separado(a) (050)",428,105,9,3,311
"Casado(a) (051)",2443,373,122,36,1914
"Viudo(a) (052)",616,91,13,3,509
"Divorciado(a) (053)",21,3,,,18
"Soltero(a) (054)",4499,1606,69,39,2787
"Hombres (056)",6909,1437,160,57,5257
"Conviviente (057)",2607,398,48,12,2149
"Separado(a) (058)",113,13,2,2,96
"Casado(a) (059)",1250,158,67,21,1005
"Viudo(a) (060)",204,28,8,2,166
"Divorciado(a) (061)",9,2,,,7
"Soltero(a) (062)",2726,838,35,20,1834
"Mujeres (064)",6335,1821,138,46,4332
"Conviviente (065)",2630,682,37,10,1901
"Separado(a) (066)",315,92,7,1,215
"Casado(a) (067)",1193,215,55,15,909
"Viudo(a) (068)",412,63,5,1,343
"Divorciado(a) (069)",12,1,,,11
"Soltero(a) (070)",1773,768,34,19,953
