"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia YAULI",,,,,,
"Viviendas particulares (001)",13427,12924,400,76,20,7
"Ocupantes presentes (002)",48147,43675,3130,898,308,136
"Casa independiente",,,,,,
"Viviendas particulares (004)",9949,9544,332,59,8,6
"Ocupantes presentes (005)",36603,33050,2597,708,129,119
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",1485,1461,20,1,3,
"Ocupantes presentes (008)",4867,4664,152,10,41,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",666,629,26,6,4,1
"Ocupantes presentes (011)",2327,1968,216,68,58,17
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",645,610,20,10,5,
"Ocupantes presentes (014)",2454,2116,146,112,80,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",601,599,2,,,
"Ocupantes presentes (017)",1741,1722,19,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",12,12,,,,
"Ocupantes presentes (020)",24,24,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",27,27,,,,
"Ocupantes presentes (023)",69,69,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",42,42,,,,
"Ocupantes presentes (026)",62,62,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",11405,10917,386,75,20,7
"Ocupantes presentes (029)",42472,38128,3016,884,308,136
"Casa independiente",,,,,,
"Viviendas particulares (031)",8555,8163,320,58,8,6
"Ocupantes presentes (032)",32706,29262,2502,694,129,119
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",1485,1461,20,1,3,
"Ocupantes presentes (035)",4867,4664,152,10,41,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",666,629,26,6,4,1
"Ocupantes presentes (038)",2327,1968,216,68,58,17
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",645,610,20,10,5,
"Ocupantes presentes (041)",2454,2116,146,112,80,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",12,12,,,,
"Ocupantes presentes (047)",24,24,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",23,23,,,,
"Ocupantes presentes (050)",56,56,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",19,19,,,,
"Ocupantes presentes (053)",38,38,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2022,2007,14,1,,
"Ocupantes presentes (056)",5675,5547,114,14,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1394,1381,12,1,,
"Ocupantes presentes (059)",3897,3788,95,14,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",601,599,2,,,
"Ocupantes presentes (071)",1741,1722,19,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",4,4,,,,
"Ocupantes presentes (077)",13,13,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",23,23,,,,
"Ocupantes presentes (080)",24,24,,,,
