"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",20245,2234,3620,4204,3227,2421,4539
"Conviviente (001)",4813,53,846,1903,1085,523,403
"Separado(a) (002)",391,2,20,95,87,74,113
"Casado(a) (003)",6831,7,105,871,1513,1482,2853
"Viudo(a) (004)",1022,,1,19,53,94,855
"Divorciado(a) (005)",80,,3,5,20,24,28
"Soltero(a) (006)",7108,2172,2645,1311,469,224,287
"Hombres (008)",10922,1193,1923,2365,1779,1297,2365
"Conviviente (009)",2546,23,313,1045,633,288,244
"Separado(a) (010)",181,1,4,36,42,37,61
"Casado(a) (011)",3637,3,38,466,779,783,1568
"Viudo(a) (012)",377,,1,3,25,31,317
"Divorciado(a) (013)",45,,2,1,13,13,16
"Soltero(a) (014)",4136,1166,1565,814,287,145,159
"Mujeres (016)",9323,1041,1697,1839,1448,1124,2174
"Conviviente (017)",2267,30,533,858,452,235,159
"Separado(a) (018)",210,1,16,59,45,37,52
"Casado(a) (019)",3194,4,67,405,734,699,1285
"Viudo(a) (020)",645,,,16,28,63,538
"Divorciado(a) (021)",35,,1,4,7,11,12
"Soltero(a) (022)",2972,1006,1080,497,182,79,128
,,,,,,,
"URBANA (024)",8776,932,1765,1827,1407,1008,1837
"Conviviente (025)",2188,28,439,872,477,200,172
"Separado(a) (026)",200,2,12,47,43,41,55
"Casado(a) (027)",2818,,31,325,640,642,1180
"Viudo(a) (028)",382,,1,12,25,34,310
"Divorciado(a) (029)",41,,1,2,10,12,16
"Soltero(a) (030)",3147,902,1281,569,212,79,104
"Hombres (032)",4552,488,891,948,760,520,945
"Conviviente (033)",1103,14,160,453,266,109,101
"Separado(a) (034)",80,1,2,18,17,16,26
"Casado(a) (035)",1460,,12,141,333,335,639
"Viudo(a) (036)",143,,1,3,12,10,117
"Divorciado(a) (037)",21,,,,6,6,9
"Soltero(a) (038)",1745,473,716,333,126,44,53
"Mujeres (040)",4224,444,874,879,647,488,892
"Conviviente (041)",1085,14,279,419,211,91,71
"Separado(a) (042)",120,1,10,29,26,25,29
"Casado(a) (043)",1358,,19,184,307,307,541
"Viudo(a) (044)",239,,,9,13,24,193
"Divorciado(a) (045)",20,,1,2,4,6,7
"Soltero(a) (046)",1402,429,565,236,86,35,51
,,,,,,,
"RURAL (048)",11469,1302,1855,2377,1820,1413,2702
"Conviviente (049)",2625,25,407,1031,608,323,231
"Separado(a) (050)",191,,8,48,44,33,58
"Casado(a) (051)",4013,7,74,546,873,840,1673
"Viudo(a) (052)",640,,,7,28,60,545
"Divorciado(a) (053)",39,,2,3,10,12,12
"Soltero(a) (054)",3961,1270,1364,742,257,145,183
"Hombres (056)",6370,705,1032,1417,1019,777,1420
"Conviviente (057)",1443,9,153,592,367,179,143
"Separado(a) (058)",101,,2,18,25,21,35
"Casado(a) (059)",2177,3,26,325,446,448,929
"Viudo(a) (060)",234,,,,13,21,200
"Divorciado(a) (061)",24,,2,1,7,7,7
"Soltero(a) (062)",2391,693,849,481,161,101,106
"Mujeres (064)",5099,597,823,960,801,636,1282
"Conviviente (065)",1182,16,254,439,241,144,88
"Separado(a) (066)",90,,6,30,19,12,23
"Casado(a) (067)",1836,4,48,221,427,392,744
"Viudo(a) (068)",406,,,7,15,39,345
"Divorciado(a) (069)",15,,,2,3,5,5
"Soltero(a) (070)",1570,577,515,261,96,44,77
