"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia OYON (000)",7803,1588,2826,2463,85,510,78,253
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",18,16,,,2,,,
"Profes., científicos e intelectuales (002)",619,547,,64,6,2,,
"Técnicos de nivel medio y trab. asimilados (003)",343,263,,62,16,2,,
"Jefes y empleados de oficina (004)",192,190,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",724,147,27,469,7,74,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1255,3,6,1211,35,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1293,,1132,150,4,7,,
"Obreros construc.,conf.,papel, fab., instr. (008)",704,73,414,208,6,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1816,175,937,235,2,389,78,
"Otra (010)",45,45,,,,,,
"Ocupaciñn no especificada (011)",541,129,310,64,7,31,,
"Desocupado (012)",253,,,,,,,253
"Hombres (013)",5811,1063,2545,1694,66,234,7,202
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",15,14,,,1,,,
"Profes., científicos e intelectuales (015)",354,308,,41,5,,,
"Técnicos de nivel medio y trab. asimilados (016)",293,232,,47,13,1,,
"Jefes y empleados de oficina (017)",111,111,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",285,82,13,174,3,13,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1037,3,6,997,31,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1249,,1110,129,4,6,,
"Obreros construc.,conf.,papel, fab., instr. (021)",691,71,412,199,6,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",1118,96,738,71,,206,7,
"Otra (023)",44,44,,,,,,
"Ocupaciñn no especificada (024)",412,102,266,36,3,5,,
"Desocupado (025)",202,,,,,,,202
"Mujeres (026)",1992,525,281,769,19,276,71,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,2,,,1,,,
"Profes., científicos e intelectuales (028)",265,239,,23,1,2,,
"Técnicos de nivel medio y trab. asimilados (029)",50,31,,15,3,1,,
"Jefes y empleados de oficina (030)",81,79,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",439,65,14,295,4,61,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",218,,,214,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",44,,22,21,,1,,
"Obreros construc.,conf.,papel, fab., instr. (034)",13,2,2,9,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",698,79,199,164,2,183,71,
"Otra (036)",1,1,,,,,,
"Ocupaciñn no especificada (037)",129,27,44,28,4,26,,
"Desocupado (038)",51,,,,,,,51
,,,,,,,,
"URBANA (039)",4342,955,1315,1585,45,217,58,167
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",17,15,,,2,,,
"Profes., científicos e intelectuales (041)",418,361,,51,4,2,,
"Técnicos de nivel medio y trab. asimilados (042)",143,80,,52,10,1,,
"Jefes y empleados de oficina (043)",127,125,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",585,114,14,394,3,60,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",609,3,2,591,13,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",650,,518,123,4,5,,
"Obreros construc.,conf.,papel, fab., instr. (047)",459,51,231,170,5,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",1003,142,488,178,2,135,58,
"Otra (049)",42,42,,,,,,
"Ocupaciñn no especificada (050)",122,22,62,26,2,10,,
"Desocupado (051)",167,,,,,,,167
"Hombres (052)",3019,548,1188,1022,31,96,4,130
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",14,13,,,1,,,
"Profes., científicos e intelectuales (054)",212,178,,31,3,,,
"Técnicos de nivel medio y trab. asimilados (055)",107,59,,39,8,1,,
"Jefes y empleados de oficina (056)",57,57,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",222,61,7,142,1,11,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",486,3,2,472,9,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",624,,505,110,4,5,,
"Obreros construc.,conf.,papel, fab., instr. (060)",448,49,230,162,5,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",608,74,401,53,,76,4,
"Otra (062)",42,42,,,,,,
"Ocupaciñn no especificada (063)",69,12,43,13,,1,,
"Desocupado (064)",130,,,,,,,130
"Mujeres (065)",1323,407,127,563,14,121,54,37
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,2,,,1,,,
"Profes., científicos e intelectuales (067)",206,183,,20,1,2,,
"Técnicos de nivel medio y trab. asimilados (068)",36,21,,13,2,,,
"Jefes y empleados de oficina (069)",70,68,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",363,53,7,252,2,49,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",123,,,119,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",26,,13,13,,,,
"Obreros construc.,conf.,papel, fab., instr. (073)",11,2,1,8,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",395,68,87,125,2,59,54,
"Ocupaciñn no especificada (076)",53,10,19,13,2,9,,
"Desocupado (077)",37,,,,,,,37
,,,,,,,,
"RURAL (078)",3461,633,1511,878,40,293,20,86
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,1,,,,,,
"Profes., científicos e intelectuales (080)",201,186,,13,2,,,
"Técnicos de nivel medio y trab. asimilados (081)",200,183,,10,6,1,,
"Jefes y empleados de oficina (082)",65,65,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",139,33,13,75,4,14,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",646,,4,620,22,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",643,,614,27,,2,,
"Obreros construc.,conf.,papel, fab., instr. (086)",245,22,183,38,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",813,33,449,57,,254,20,
"Otra (088)",3,3,,,,,,
"Ocupaciñn no especificada (089)",419,107,248,38,5,21,,
"Desocupado (090)",86,,,,,,,86
"Hombres (091)",2792,515,1357,672,35,138,3,72
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,1,,,,,,
"Profes., científicos e intelectuales (093)",142,130,,10,2,,,
"Técnicos de nivel medio y trab. asimilados (094)",186,173,,8,5,,,
"Jefes y empleados de oficina (095)",54,54,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",63,21,6,32,2,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",551,,4,525,22,,,
