"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUAMALIES (000)",1700,55,723,481,317,124
"Conviviente (001)",366,1,155,138,59,13
"Separado(a) (002)",133,,19,56,47,11
"Casado(a) (003)",295,,22,90,135,48
"Viudo(a) (004)",108,,3,26,37,42
"Divorciado(a) (005)",39,,1,25,11,2
"Soltero(a) (006)",759,54,523,146,28,8
"Hombres (008)",1156,33,481,332,229,81
"Conviviente (009)",286,,111,116,50,9
"Separado(a) (010)",71,,6,28,30,7
"Casado(a) (011)",235,,16,72,107,40
"Viudo(a) (012)",49,,1,16,15,17
"Divorciado(a) (013)",20,,,11,7,2
"Soltero(a) (014)",495,33,347,89,20,6
"Mujeres (016)",544,22,242,149,88,43
"Conviviente (017)",80,1,44,22,9,4
"Separado(a) (018)",62,,13,28,17,4
"Casado(a) (019)",60,,6,18,28,8
"Viudo(a) (020)",59,,2,10,22,25
"Divorciado(a) (021)",19,,1,14,4,
"Soltero(a) (022)",264,21,176,57,8,2
,,,,,,
"AREA URBANA (024)",349,3,162,81,67,36
"Conviviente (025)",93,,43,36,12,2
"Separado(a) (026)",19,,3,9,6,1
"Casado(a) (027)",94,,11,24,42,17
"Viudo(a) (028)",16,,,2,3,11
"Divorciado(a) (029)",1,,,,,1
"Soltero(a) (030)",126,3,105,10,4,4
"Hombres (032)",246,2,112,58,51,23
"Conviviente (033)",73,,32,29,10,2
"Separado(a) (034)",6,,1,1,3,1
"Casado(a) (035)",73,,6,18,35,14
"Viudo(a) (036)",3,,,1,,2
"Divorciado(a) (037)",1,,,,,1
"Soltero(a) (038)",90,2,73,9,3,3
"Mujeres (040)",103,1,50,23,16,13
"Conviviente (041)",20,,11,7,2,
"Separado(a) (042)",13,,2,8,3,
"Casado(a) (043)",21,,5,6,7,3
"Viudo(a) (044)",13,,,1,3,9
"Soltero(a) (046)",36,1,32,1,1,1
,,,,,,
"AREA RURAL (048)",1351,52,561,400,250,88
"Conviviente (049)",273,1,112,102,47,11
"Separado(a) (050)",114,,16,47,41,10
"Casado(a) (051)",201,,11,66,93,31
"Viudo(a) (052)",92,,3,24,34,31
"Divorciado(a) (053)",38,,1,25,11,1
"Soltero(a) (054)",633,51,418,136,24,4
"Hombres (056)",910,31,369,274,178,58
"Conviviente (057)",213,,79,87,40,7
"Separado(a) (058)",65,,5,27,27,6
"Casado(a) (059)",162,,10,54,72,26
"Viudo(a) (060)",46,,1,15,15,15
"Divorciado(a) (061)",19,,,11,7,1
"Soltero(a) (062)",405,31,274,80,17,3
"Mujeres (064)",441,21,192,126,72,30
"Conviviente (065)",60,1,33,15,7,4
"Separado(a) (066)",49,,11,20,14,4
"Casado(a) (067)",39,,1,12,21,5
"Viudo(a) (068)",46,,2,9,19,16
"Divorciado(a) (069)",19,,1,14,4,
"Soltero(a) (070)",228,20,144,56,7,1
