"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia PUERTO INCA",,,,,,,,
"Viviendas particulares (001)",7097,1184,433,19,82,5362,7,10
"Ocupantes presentes (002)",30810,4732,1905,77,349,23679,31,37
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",4511,472,386,19,81,3543,7,3
"Ocupantes presentes (005)",19746,1898,1729,77,348,15651,31,12
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",6,,4,,,2,,
"Ocupantes presentes (011)",11,,8,,,3,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",13,1,4,,,8,,
"Ocupantes presentes (014)",41,5,14,,,22,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",2546,703,36,,,1801,,6
"Ocupantes presentes (017)",10944,2794,146,,,7980,,24
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",8,2,,,,6,,
"Ocupantes presentes (020)",31,11,,,,20,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",7,2,3,,1,1,,
"Ocupantes presentes (023)",19,8,8,,1,2,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",6,4,,,,1,,1
"Ocupantes presentes (026)",18,16,,,,1,,1
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1338,130,295,8,28,875,2,
"Ocupantes presentes (029)",5982,572,1341,30,110,3920,9,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1309,126,286,8,28,859,2,
"Ocupantes presentes (032)",5886,549,1313,30,110,3875,9,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",6,,4,,,2,,
"Ocupantes presentes (038)",11,,8,,,3,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",13,1,4,,,8,,
"Ocupantes presentes (041)",41,5,14,,,22,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",8,2,,,,6,,
"Ocupantes presentes (047)",31,11,,,,20,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,
"Ocupantes presentes (050)",13,7,6,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",5759,1054,138,11,54,4487,5,10
"Ocupantes presentes (056)",24828,4160,564,47,239,19759,22,37
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3202,346,100,11,53,2684,5,3
"Ocupantes presentes (059)",13860,1349,416,47,238,11776,22,12
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",2546,703,36,,,1801,,6
"Ocupantes presentes (071)",10944,2794,146,,,7980,,24
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",5,1,2,,1,1,,
"Ocupantes presentes (077)",6,1,2,,1,2,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",6,4,,,,1,,1
"Ocupantes presentes (080)",18,16,,,,1,,1
