"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUARI (000)",58721,12801,1704,22644,14077,2048,3262,664,1521
"Quechua (001)",45830,11417,1209,19282,10389,1148,1604,259,522
"Aymara (002)",59,12,3,18,13,4,6,2,1
"Ashaninca (003)",6,1,,1,2,,,,2
"Otra lengua nativa (004)",32,4,1,7,9,2,4,,5
"Castellano (005)",12619,1214,490,3325,3659,894,1646,402,989
"Idioma extranjero (006)",9,,,2,2,,2,1,2
"Es sordomudo/a (007)",166,153,1,9,3,,,,
"Hombres (009)",30161,4260,825,11613,8436,1355,2151,474,1047
"Quechua (010)",22594,3593,573,9904,6232,752,1011,165,364
"Aymara (011)",31,3,1,8,8,3,6,1,1
"Ashaninca (012)",4,,,,2,,,,2
"Otra lengua nativa (013)",17,2,,3,5,1,2,,4
"Castellano (014)",7424,585,250,1691,2187,599,1131,307,674
"Idioma extranjero (015)",7,,,2,1,,1,1,2
"Es sordomudo/a (016)",84,77,1,5,1,,,,
"Mujeres (018)",28560,8541,879,11031,5641,693,1111,190,474
"Quechua (019)",23236,7824,636,9378,4157,396,593,94,158
"Aymara (020)",28,9,2,10,5,1,,1,
"Ashaninca (021)",2,1,,1,,,,,
"Otra lengua nativa (022)",15,2,1,4,4,1,2,,1
"Castellano (023)",5195,629,240,1634,1472,295,515,95,315
"Idioma extranjero (024)",2,,,,1,,1,,
"Es sordomudo/a (025)",82,76,,4,2,,,,
,,,,,,,,,
"URBANA (027)",20992,3013,577,7109,5965,1067,1868,384,1009
"Quechua (028)",12975,2202,248,4884,3603,541,927,174,396
"Aymara (029)",20,3,2,2,6,3,2,1,1
"Ashaninca (030)",3,1,,,1,,,,1
"Otra lengua nativa (031)",26,2,,5,8,2,4,,5
"Castellano (032)",7924,776,327,2212,2343,521,933,208,604
"Idioma extranjero (033)",9,,,2,2,,2,1,2
"Es sordomudo/a (034)",35,29,,4,2,,,,
"Hombres (036)",10585,980,279,3474,3339,629,1042,221,621
"Quechua (037)",6377,590,111,2362,2051,346,552,97,268
"Aymara (038)",8,1,,,2,2,2,,1
"Ashaninca (039)",2,,,,1,,,,1
"Otra lengua nativa (040)",15,1,,3,4,1,2,,4
"Castellano (041)",4156,371,168,1105,1279,280,485,123,345
"Idioma extranjero (042)",7,,,2,1,,1,1,2
"Es sordomudo/a (043)",20,17,,2,1,,,,
"Mujeres (045)",10407,2033,298,3635,2626,438,826,163,388
"Quechua (046)",6598,1612,137,2522,1552,195,375,77,128
"Aymara (047)",12,2,2,2,4,1,,1,
"Ashaninca (048)",1,1,,,,,,,
"Otra lengua nativa (049)",11,1,,2,4,1,2,,1
"Castellano (050)",3768,405,159,1107,1064,241,448,85,259
"Idioma extranjero (051)",2,,,,1,,1,,
"Es sordomudo/a (052)",15,12,,2,1,,,,
,,,,,,,,,
"RURAL (054)",37729,9788,1127,15535,8112,981,1394,280,512
"Quechua (055)",32855,9215,961,14398,6786,607,677,85,126
"Aymara (056)",39,9,1,16,7,1,4,1,
"Ashaninca (057)",3,,,1,1,,,,1
"Otra lengua nativa (058)",6,2,1,2,1,,,,
"Castellano (059)",4695,438,163,1113,1316,373,713,194,385
"Es sordomudo/a (061)",131,124,1,5,1,,,,
"Hombres (063)",19576,3280,546,8139,5097,726,1109,253,426
"Quechua (064)",16217,3003,462,7542,4181,406,459,68,96
"Aymara (065)",23,2,1,8,6,1,4,1,
"Ashaninca (066)",2,,,,1,,,,1
"Otra lengua nativa (067)",2,1,,,1,,,,
"Castellano (068)",3268,214,82,586,908,319,646,184,329
"Es sordomudo/a (070)",64,60,1,3,,,,,
"Mujeres (072)",18153,6508,581,7396,3015,255,285,27,86
"Quechua (073)",16638,6212,499,6856,2605,201,218,17,30
"Aymara (074)",16,7,,8,1,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",4,1,1,2,,,,,
"Castellano (077)",1427,224,81,527,408,54,67,10,56
"Es sordomudo/a (079)",67,64,,2,1,,,,
