"CUADRO Nº 18: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE SERVICIO HIGIÉNICO QUE TIENE LA VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y TIPO DE SERVICIO HIGIÉNICO QUE TIENE LA VIVIENDA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia ASCOPE (000)",27487,21924,5563
"Red pública de desague dentro de la vivienda (001)",16952,16091,861
"Red pública de desague fuera de la vivienda (002)",937,825,112
"Pozo séptico (003)",462,338,124
"Pozo ciego o negro / letrina (004)",4822,2435,2387
"Río, acequia o canal (005)",556,333,223
"No tiene (006)",3758,1902,1856
,,,
"URBANA (008)",24067,20858,3209
"Red pública de desague dentro de la vivienda (009)",16463,15698,765
"Red pública de desague fuera de la vivienda (010)",880,807,73
"Pozo séptico (011)",326,276,50
"Pozo ciego o negro / letrina (012)",2817,2052,765
"Río, acequia o canal (013)",431,291,140
"No tiene (014)",3150,1734,1416
,,,
"RURAL (016)",3420,1066,2354
"Red pública de desague dentro de la vivienda (017)",489,393,96
"Red pública de desague fuera de la vivienda (018)",57,18,39
"Pozo séptico (019)",136,62,74
"Pozo ciego o negro / letrina (020)",2005,383,1622
"Río, acequia o canal (021)",125,42,83
"No tiene (022)",608,168,440
