"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PUERTO INCA (000)",26018,7311,1081,447,17202
"Hombres (001)",14404,3655,560,286,9919
"Mujeres (002)",11614,3656,521,161,7283
"PEA (003)",11220,1071,579,210,9369
"Hombres (004)",9064,747,366,184,7776
"Mujeres (005)",2156,324,213,26,1593
"Ocupada (006)",10588,985,560,200,8852
"Hombres (007)",8586,697,353,177,7368
"Mujeres (008)",2002,288,207,23,1484
"Desocupada (009)",632,86,19,10,517
"Hombres (010)",478,50,13,7,408
"Mujeres (011)",154,36,6,3,109
"No PEA (012)",14798,6240,502,237,7833
"Hombres (013)",5340,2908,194,102,2143
"Mujeres (014)",9458,3332,308,135,5690
,,,,,
"URBANA (018)",5365,1420,475,123,3350
"Hombres (019)",2784,676,238,87,1786
"Mujeres (020)",2581,744,237,36,1564
"PEA (021)",2336,187,280,67,1805
"Hombres (022)",1690,119,170,59,1345
"Mujeres (023)",646,68,110,8,460
"Ocupada (024)",2135,177,270,64,1627
"Hombres (025)",1526,113,161,56,1199
"Mujeres (026)",609,64,109,8,428
"Desocupada (027)",201,10,10,3,178
"Hombres (028)",164,6,9,3,146
"Mujeres (029)",37,4,1,,32
"No PEA (030)",3029,1233,195,56,1545
"Hombres (031)",1094,557,68,28,441
"Mujeres (032)",1935,676,127,28,1104
,,,,,
"RURAL (036)",20653,5891,606,324,13852
"Hombres (037)",11620,2979,322,199,8133
"Mujeres (038)",9033,2912,284,125,5719
"PEA (039)",8884,884,299,143,7564
"Hombres (040)",7374,628,196,125,6431
"Mujeres (041)",1510,256,103,18,1133
"Ocupada (042)",8453,808,290,136,7225
"Hombres (043)",7060,584,192,121,6169
"Mujeres (044)",1393,224,98,15,1056
"Desocupada (045)",431,76,9,7,339
"Hombres (046)",314,44,4,4,262
"Mujeres (047)",117,32,5,3,77
"No PEA (048)",11769,5007,307,181,6288
"Hombres (049)",4246,2351,126,74,1702
"Mujeres (050)",7523,2656,181,107,4586
