"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia BONGARA (000)",23995,1851,434,13645,5868,392,811,341,653
"Hombres (001)",12409,556,238,6953,3378,242,441,196,405
"Mujeres (002)",11586,1295,196,6692,2490,150,370,145,248
"PEA (003)",10293,648,17,5319,2673,284,638,201,513
"Hombres (004)",7692,391,13,4083,2116,208,379,144,358
"Mujeres (005)",2601,257,4,1236,557,76,259,57,155
"Ocupada (006)",10037,638,16,5211,2584,275,617,195,501
"Hombres (007)",7505,386,12,4004,2039,201,372,139,352
"Mujeres (008)",2532,252,4,1207,545,74,245,56,149
"Desocupada (009)",256,10,1,108,89,9,21,6,12
"Hombres (010)",187,5,1,79,77,7,7,5,6
"Mujeres (011)",69,5,,29,12,2,14,1,6
"No PEA (012)",13702,1203,417,8326,3195,108,173,140,140
"Hombres (013)",4717,165,225,2870,1262,34,62,52,47
"Mujeres (014)",8985,1038,192,5456,1933,74,111,88,93
,,,,,,,,,
"URBANA (018)",14569,653,228,7589,4335,345,705,238,476
"Hombres (019)",7463,162,117,3723,2433,213,385,145,285
"Mujeres (020)",7106,491,111,3866,1902,132,320,93,191
"PEA (021)",6448,245,12,2917,1943,251,558,149,373
"Hombres (022)",4484,102,9,2052,1462,183,329,103,244
"Mujeres (023)",1964,143,3,865,481,68,229,46,129
"Ocupada (024)",6248,238,11,2843,1870,242,539,143,362
"Hombres (025)",4341,98,8,2001,1400,176,322,98,238
"Mujeres (026)",1907,140,3,842,470,66,217,45,124
"Desocupada (027)",200,7,1,74,73,9,19,6,11
"Hombres (028)",143,4,1,51,62,7,7,5,6
"Mujeres (029)",57,3,,23,11,2,12,1,5
"No PEA (030)",8121,408,216,4672,2392,94,147,89,103
"Hombres (031)",2979,60,108,1671,971,30,56,42,41
"Mujeres (032)",5142,348,108,3001,1421,64,91,47,62
,,,,,,,,,
"RURAL (036)",9426,1198,206,6056,1533,47,106,103,177
"Hombres (037)",4946,394,121,3230,945,29,56,51,120
"Mujeres (038)",4480,804,85,2826,588,18,50,52,57
"PEA (039)",3845,403,5,2402,730,33,80,52,140
"Hombres (040)",3208,289,4,2031,654,25,50,41,114
"Mujeres (041)",637,114,1,371,76,8,30,11,26
"Ocupada (042)",3789,400,5,2368,714,33,78,52,139
"Hombres (043)",3164,288,4,2003,639,25,50,41,114
"Mujeres (044)",625,112,1,365,75,8,28,11,25
"Desocupada (045)",56,3,,34,16,,2,,1
"Hombres (046)",44,1,,28,15,,,,
"Mujeres (047)",12,2,,6,1,,2,,1
"No PEA (048)",5581,795,201,3654,803,14,26,51,37
"Hombres (049)",1738,105,117,1199,291,4,6,10,6
"Mujeres (050)",3843,690,84,2455,512,10,20,41,31
