"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHURCAMPA (000)",15498,14943,4391,1534,1516,1340,2303,1806,1130,923,555,50413
"De 12 a 14 años (001)",1949,1941,1935,5,1,,,,,,8,7
"De 15 a 19 años (002)",2016,1975,1612,294,58,6,5,,,,41,448
"De 20 a 24 años (003)",1608,1412,340,495,383,142,47,5,,,196,1916
"De 25 a 29 años (004)",1417,1286,115,238,328,296,256,46,7,,131,3218
"De 30 a 34 años (005)",1322,1273,75,144,240,239,383,161,29,2,49,4294
"De 35 a 39 años (006)",1264,1215,33,78,152,182,373,281,86,30,49,5435
"De 40 a 44 años (007)",1130,1105,35,53,76,107,265,275,194,100,25,6246
"De 45 a 49 años (008)",1007,996,23,50,67,79,220,238,172,147,11,6043
"De 50 y más años (009)",3785,3740,223,177,211,289,754,800,642,644,45,22806
"PEA (010)",4005,3752,561,446,528,454,659,530,320,254,253,14798
"De 12 a 14 años (011)",47,47,46,,1,,,,,,,2
"De 15 a 19 años (012)",281,274,211,48,12,2,1,,,,7,82
"De 20 a 24 años (013)",481,399,124,119,100,41,15,,,,82,504
"De 25 a 29 años (014)",501,421,59,83,102,90,67,19,1,,80,969
"De 30 a 34 años (015)",536,506,50,74,109,97,118,50,8,,30,1485
"De 35 a 39 años (016)",470,438,14,40,83,76,108,81,25,11,32,1748
"De 40 a 44 años (017)",383,372,13,24,37,40,93,78,62,25,11,1952
"De 45 a 49 años (018)",350,346,7,18,24,33,88,80,49,47,4,2032
"De 50 y más años (019)",956,949,37,40,60,75,169,222,175,171,7,6024
"Ocupada (020)",3911,3673,523,436,515,449,653,527,318,252,238,14662
"De 12 a 14 años (021)",44,44,43,,1,,,,,,,2
"De 15 a 19 años (022)",262,255,194,46,12,2,1,,,,7,80
