"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SATIPO (000)",1813,465,1348
"Sin nivel (001)",69,8,61
"Educación inicial (002)",1,1,
"Primaria (003)",441,99,342
"Secundaria (004)",1064,290,774
"Superior no univ. incompleta (005)",98,20,78
"Superior no univ. completa (006)",66,24,42
"Superior univ. incompleta (007)",30,12,18
"Superior univ. completa (008)",44,11,33
"De 14 a 29 años (010)",1227,397,830
"Sin nivel (011)",20,3,17
"Educación inicial (012)",1,1,
"Primaria (013)",210,75,135
"Secundaria (014)",822,263,559
"Superior no univ. incompleta (015)",76,18,58
"Superior no univ. completa (016)",45,17,28
"Superior univ. incompleta (017)",23,11,12
"Superior univ. completa (018)",30,9,21
"De 30 a 44 años (020)",388,60,328
"Sin nivel (021)",18,4,14
"Primaria (023)",132,18,114
"Secundaria (024)",187,27,160
"Superior no univ. incompleta (025)",20,2,18
"Superior no univ. completa (026)",18,6,12
"Superior univ. incompleta (027)",5,1,4
"Superior univ. completa (028)",8,2,6
"De 45 a 64 años (030)",171,8,163
"Sin nivel (031)",23,1,22
"Primaria (033)",84,6,78
"Secundaria (034)",52,,52
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",3,1,2
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",6,,6
"De 65 y más años (040)",27,,27
"Sin nivel (041)",8,,8
"Primaria (043)",15,,15
"Secundaria (044)",3,,3
"Superior no univ. incompleta (045)",1,,1
,,,
"AREA URBANA (050)",769,196,573
"Sin nivel (051)",16,4,12
"Primaria (053)",154,19,135
"Secundaria (054)",462,134,328
"Superior no univ. incompleta (055)",38,8,30
"Superior no univ. completa (056)",43,16,27
"Superior univ. incompleta (057)",22,8,14
"Superior univ. completa (058)",34,7,27
"De 14 a 29 años (060)",498,171,327
"Sin nivel (061)",2,1,1
"Primaria (063)",53,13,40
"Secundaria (064)",351,127,224
"Superior no univ. incompleta (065)",28,7,21
"Superior no univ. completa (066)",27,10,17
"Superior univ. incompleta (067)",17,8,9
"Superior univ. completa (068)",20,5,15
"De 30 a 44 años (070)",182,20,162
"Sin nivel (071)",7,2,5
"Primaria (073)",63,3,60
"Secundaria (074)",78,7,71
"Superior no univ. incompleta (075)",9,1,8
"Superior no univ. completa (076)",14,5,9
"Superior univ. incompleta (077)",3,,3
"Superior univ. completa (078)",8,2,6
"De 45 a 64 años (080)",76,5,71
"Sin nivel (081)",5,1,4
"Primaria (083)",30,3,27
"Secundaria (084)",31,,31
"Superior no univ. completa (086)",2,1,1
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",6,,6
"De 65 y más años (090)",13,,13
"Sin nivel (091)",2,,2
"Primaria (093)",8,,8
"Secundaria (094)",2,,2
"Superior no univ. incompleta (095)",1,,1
,,,
"AREA RURAL (100)",1044,269,775
"Sin nivel (101)",53,4,49
"Educación inicial (102)",1,1,
"Primaria (103)",287,80,207
"Secundaria (104)",602,156,446
"Superior no univ. incompleta (105)",60,12,48
"Superior no univ. completa (106)",23,8,15
"Superior univ. incompleta (107)",8,4,4
"Superior univ. completa (108)",10,4,6
"De 14 a 29 años (110)",729,226,503
"Sin nivel (111)",18,2,16
"Educación inicial (112)",1,1,
"Primaria (113)",157,62,95
"Secundaria (114)",471,136,335
"Superior no univ. incompleta (115)",48,11,37
"Superior no univ. completa (116)",18,7,11
"Superior univ. incompleta (117)",6,3,3
"Superior univ. completa (118)",10,4,6
"De 30 a 44 años (120)",206,40,166
"Sin nivel (121)",11,2,9
"Primaria (123)",69,15,54
"Secundaria (124)",109,20,89
"Superior no univ. incompleta (125)",11,1,10
"Superior no univ. completa (126)",4,1,3
"Superior univ. incompleta (127)",2,1,1
"De 45 a 64 años (130)",95,3,92
"Sin nivel (131)",18,,18
"Primaria (133)",54,3,51
"Secundaria (134)",21,,21
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",14,,14
"Sin nivel (141)",6,,6
"Primaria (143)",7,,7
"Secundaria (144)",1,,1
