"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia GRAN CHIMU",,,,,,,,,
"Hogares (001)",7523,219,79,68,47,22,19,25,7044
"Ocupantes presentes (002)",29400,751,239,215,183,97,99,162,27654
"Casa independiente",,,,,,,,,
"Hogares (004)",7408,218,77,65,46,22,19,24,6937
"Ocupantes presentes (005)",29027,748,231,208,180,97,99,153,27311
"Departamento en edificio",,,,,,,,,
"Hogares (007)",24,1,,2,1,,,,20
"Ocupantes presentes (008)",66,3,,6,3,,,,54
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",9,,1,1,,,,1,6
"Ocupantes presentes (011)",44,,6,1,,,,9,28
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",25,,1,,,,,,24
"Ocupantes presentes (014)",97,,2,,,,,,95
"Choza o cabaña",,,,,,,,,
"Hogares (016)",53,,,,,,,,53
"Ocupantes presentes (017)",160,,,,,,,,160
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",2,,,,,,,,2
"Ocupantes presentes (020)",3,,,,,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",3,,,,,,,,3
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1722,79,29,31,22,8,6,15,1532
"Ocupantes presentes (029)",6480,254,89,98,88,33,33,95,5790
"Casa independiente",,,,,,,,,
"Hogares (031)",1661,78,27,28,21,8,6,14,1479
"Ocupantes presentes (032)",6268,251,81,91,85,33,33,86,5608
"Departamento en edificio",,,,,,,,,
"Hogares (034)",24,1,,2,1,,,,20
"Ocupantes presentes (035)",66,3,,6,3,,,,54
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",9,,1,1,,,,1,6
"Ocupantes presentes (038)",44,,6,1,,,,9,28
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",25,,1,,,,,,24
"Ocupantes presentes (041)",97,,2,,,,,,95
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",2,,,,,,,,2
"Ocupantes presentes (047)",3,,,,,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5801,140,50,37,25,14,13,10,5512
"Ocupantes presentes (056)",22920,497,150,117,95,64,66,67,21864
"Casa independiente",,,,,,,,,
"Hogares (058)",5747,140,50,37,25,14,13,10,5458
"Ocupantes presentes (059)",22759,497,150,117,95,64,66,67,21703
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",53,,,,,,,,53
"Ocupantes presentes (071)",160,,,,,,,,160
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
