"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",16835,1264,21,8162,5361,387,518,350,772
"Empleado (001)",1948,14,,104,450,179,362,189,650
"Obrero (002)",1962,72,4,888,915,40,18,11,14
"Trabajador independiente (003)",9169,795,6,4930,2958,144,123,125,88
"Empleador o patrono (004)",157,3,,61,75,8,1,7,2
"Trabajador familiar no remunerado (005)",3342,367,9,2078,829,13,13,16,17
"Trabajador del hogar (006)",257,13,2,101,134,3,1,2,1
"Hombres (008)",12563,790,17,6108,4262,289,353,247,497
"Empleado (009)",1279,6,,66,316,123,229,126,413
"Obrero (010)",1737,56,4,748,850,39,16,11,13
"Trabajador independiente (011)",7650,627,5,4177,2464,112,100,98,67
"Empleador o patrono (012)",138,3,,55,69,7,,4,
"Trabajador familiar no remunerado (013)",1705,93,8,1047,532,7,7,7,4
"Trabajador del hogar (014)",54,5,,15,31,1,1,1,
"Mujeres (016)",4272,474,4,2054,1099,98,165,103,275
"Empleado (017)",669,8,,38,134,56,133,63,237
"Obrero (018)",225,16,,140,65,1,2,,1
"Trabajador independiente (019)",1519,168,1,753,494,32,23,27,21
"Empleador o patrono (020)",19,,,6,6,1,1,3,2
"Trabajador familiar no remunerado (021)",1637,274,1,1031,297,6,6,9,13
"Trabajador del hogar (022)",203,8,2,86,103,2,,1,1
,,,,,,,,,
"URBANA (024)",4864,131,7,1352,2073,233,350,206,512
"Empleado (025)",1308,7,,80,310,105,251,121,434
"Obrero (026)",818,13,2,248,495,27,13,8,12
"Trabajador independiente (027)",2093,76,2,765,969,83,76,66,56
"Empleador o patrono (028)",66,,,12,40,6,1,5,2
"Trabajador familiar no remunerado (029)",402,28,2,183,160,9,8,4,8
"Trabajador del hogar (030)",177,7,1,64,99,3,1,2,
"Hombres (032)",3331,75,5,895,1513,165,217,141,320
"Empleado (033)",821,3,,55,204,69,145,79,266
"Obrero (034)",749,9,2,217,465,26,11,8,11
"Trabajador independiente (035)",1454,55,1,503,691,59,55,50,40
"Empleador o patrono (036)",52,,,8,36,6,,2,
"Trabajador familiar no remunerado (037)",217,6,2,100,96,4,5,1,3
"Trabajador del hogar (038)",38,2,,12,21,1,1,1,
"Mujeres (040)",1533,56,2,457,560,68,133,65,192
"Empleado (041)",487,4,,25,106,36,106,42,168
"Obrero (042)",69,4,,31,30,1,2,,1
"Trabajador independiente (043)",639,21,1,262,278,24,21,16,16
"Empleador o patrono (044)",14,,,4,4,,1,3,2
"Trabajador familiar no remunerado (045)",185,22,,83,64,5,3,3,5
"Trabajador del hogar (046)",139,5,1,52,78,2,,1,
,,,,,,,,,
"RURAL (048)",11971,1133,14,6810,3288,154,168,144,260
"Empleado (049)",640,7,,24,140,74,111,68,216
"Obrero (050)",1144,59,2,640,420,13,5,3,2
"Trabajador independiente (051)",7076,719,4,4165,1989,61,47,59,32
"Empleador o patrono (052)",91,3,,49,35,2,,2,
"Trabajador familiar no remunerado (053)",2940,339,7,1895,669,4,5,12,9
"Trabajador del hogar (054)",80,6,1,37,35,,,,1
"Hombres (056)",9232,715,12,5213,2749,124,136,106,177
"Empleado (057)",458,3,,11,112,54,84,47,147
"Obrero (058)",988,47,2,531,385,13,5,3,2
"Trabajador independiente (059)",6196,572,4,3674,1773,53,45,48,27
"Empleador o patrono (060)",86,3,,47,33,1,,2,
"Trabajador familiar no remunerado (061)",1488,87,6,947,436,3,2,6,1
"Trabajador del hogar (062)",16,3,,3,10,,,,
"Mujeres (064)",2739,418,2,1597,539,30,32,38,83
"Empleado (065)",182,4,,13,28,20,27,21,69
"Obrero (066)",156,12,,109,35,,,,
"Trabajador independiente (067)",880,147,,491,216,8,2,11,5
"Empleador o patrono (068)",5,,,2,2,1,,,
"Trabajador familiar no remunerado (069)",1452,252,1,948,233,1,3,6,8
"Trabajador del hogar (070)",64,3,1,34,25,,,,1
