"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia AYABACA",,,,,,,,,
"Viviendas particulares (001)",5574,1355,510,316,1046,49,8,25,2265
"Ocupantes presentes (002)",25327,6077,2303,1422,4709,248,42,128,10398
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5483,1338,503,316,1040,49,8,24,2205
"Ocupantes presentes (005)",24995,6031,2284,1422,4689,248,42,127,10152
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,1,,,,,,,1
"Ocupantes presentes (008)",4,3,,,,,,,1
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",17,1,7,,,,,,9
"Ocupantes presentes (011)",49,3,19,,,,,,27
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",23,12,,,2,,,1,8
"Ocupantes presentes (014)",62,31,,,6,,,1,24
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",45,2,,,2,,,,41
"Ocupantes presentes (017)",204,5,,,10,,,,189
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",4,4,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,,,,2,,,,1
"Ocupantes presentes (023)",9,,,,4,,,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2092,910,173,124,433,29,1,4,418
"Ocupantes presentes (029)",8965,3918,780,526,1807,149,5,11,1769
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2049,895,166,124,431,29,1,3,400
"Ocupantes presentes (032)",8846,3877,761,526,1801,149,5,10,1717
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,1,,,,,,,1
"Ocupantes presentes (035)",4,3,,,,,,,1
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",17,1,7,,,,,,9
"Ocupantes presentes (038)",49,3,19,,,,,,27
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",23,12,,,2,,,1,8
"Ocupantes presentes (041)",62,31,,,6,,,1,24
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",4,4,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3482,445,337,192,613,20,7,21,1847
"Ocupantes presentes (056)",16362,2159,1523,896,2902,99,37,117,8629
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3434,443,337,192,609,20,7,21,1805
"Ocupantes presentes (059)",16149,2154,1523,896,2888,99,37,117,8435
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",45,2,,,2,,,,41
"Ocupantes presentes (071)",204,5,,,10,,,,189
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,,,2,,,,1
"Ocupantes presentes (077)",9,,,,4,,,,5
"Otro tipo",,,,,,,,,
