"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia TAHUAMANU",,,,,,
"Viviendas particulares (001)",2662,2635,24,2,1,
"Ocupantes presentes (002)",9086,8901,161,14,10,
"Casa independiente",,,,,,
"Viviendas particulares (004)",1898,1875,22,1,,
"Ocupantes presentes (005)",7194,7040,148,6,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",26,25,,,1,
"Ocupantes presentes (011)",63,53,,,10,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",328,325,2,1,,
"Ocupantes presentes (014)",829,808,13,8,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",390,390,,,,
"Ocupantes presentes (017)",946,946,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",12,12,,,,
"Ocupantes presentes (020)",36,36,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",7,7,,,,
"Ocupantes presentes (023)",14,14,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",1,1,,,,
"Ocupantes presentes (026)",4,4,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1818,1796,19,2,1,
"Ocupantes presentes (029)",6423,6266,133,14,10,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1444,1426,17,1,,
"Ocupantes presentes (032)",5477,5351,120,6,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",26,25,,,1,
"Ocupantes presentes (038)",63,53,,,10,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",328,325,2,1,,
"Ocupantes presentes (041)",829,808,13,8,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",12,12,,,,
"Ocupantes presentes (047)",36,36,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",7,7,,,,
"Ocupantes presentes (050)",14,14,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",1,1,,,,
"Ocupantes presentes (053)",4,4,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",844,839,5,,,
"Ocupantes presentes (056)",2663,2635,28,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",454,449,5,,,
"Ocupantes presentes (059)",1717,1689,28,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",390,390,,,,
"Ocupantes presentes (071)",946,946,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
