"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ILO (000)",60591,4897,20844,5312,29846
"Quechua (001)",2735,163,652,213,1714
"Aymara (002)",5138,224,1003,365,3565
"Asháninka (003)",19,1,3,4,11
"Otra lengua nativa (004)",117,9,49,4,58
"Castellano (005)",52519,4495,19124,4718,24460
"Idioma Extranjero (006)",36,1,4,7,24
"Es Sordomudo/a (007)",27,4,9,1,14
"Hombres (009)",30655,2257,10832,3254,14503
"Quechua (010)",1315,70,350,158,743
"Aymara (011)",2550,96,560,251,1657
"Asháninka (012)",8,1,1,2,4
"Otra lengua nativa (013)",58,3,24,4,30
"Castellano (014)",26683,2083,9891,2835,12042
"Idioma Extranjero (015)",25,1,3,4,17
"Es Sordomudo/a (016)",16,3,3,,10
"Mujeres (018)",29936,2640,10012,2058,15343
"Quechua (019)",1420,93,302,55,971
"Aymara (020)",2588,128,443,114,1908
"Asháninka (021)",11,,2,2,7
"Otra lengua nativa (022)",59,6,25,,28
"Castellano (023)",25836,2412,9233,1883,12418
"Idioma Extranjero (024)",11,,1,3,7
"Es Sordomudo/a (025)",11,1,6,1,4
,,,,,
"URBANA (027)",59891,4888,20705,4894,29709
"Quechua (028)",2664,161,646,165,1699
"Aymara (029)",5096,223,1001,329,3560
"Asháninka (030)",19,1,3,4,11
"Otra lengua nativa (031)",117,9,49,4,58
"Castellano (032)",51932,4489,18993,4384,24343
"Idioma Extranjero (033)",36,1,4,7,24
"Es Sordomudo/a (034)",27,4,9,1,14
"Hombres (036)",30084,2253,10741,2871,14407
"Quechua (037)",1248,68,344,112,730
"Aymara (038)",2511,95,558,217,1653
"Asháninka (039)",8,1,1,2,4
"Otra lengua nativa (040)",58,3,24,4,30
"Castellano (041)",26218,2082,9808,2532,11963
"Idioma Extranjero (042)",25,1,3,4,17
"Es Sordomudo/a (043)",16,3,3,,10
"Mujeres (045)",29807,2635,9964,2023,15302
"Quechua (046)",1416,93,302,53,969
"Aymara (047)",2585,128,443,112,1907
"Asháninka (048)",11,,2,2,7
"Otra lengua nativa (049)",59,6,25,,28
"Castellano (050)",25714,2407,9185,1852,12380
"Idioma Extranjero (051)",11,,1,3,7
"Es Sordomudo/a (052)",11,1,6,1,4
,,,,,
"RURAL (054)",700,9,139,418,137
"Quechua (055)",71,2,6,48,15
"Aymara (056)",42,1,2,36,5
"Castellano (059)",587,6,131,334,117
"Hombres (063)",571,4,91,383,96
"Quechua (064)",67,2,6,46,13
"Aymara (065)",39,1,2,34,4
"Castellano (068)",465,1,83,303,79
"Mujeres (072)",129,5,48,35,41
"Quechua (073)",4,,,2,2
"Aymara (074)",3,,,2,1
"Castellano (077)",122,5,48,31,38
