"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia JULCAN",,,,,,,,,
"Viviendas particulares (001)",8163,1622,3254,816,1636,247,417,35,136
"Ocupantes presentes (002)",32928,5792,13160,3367,6943,1060,1872,154,580
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8060,1545,3235,814,1631,247,417,35,136
"Ocupantes presentes (005)",32552,5525,13083,3359,6919,1060,1872,154,580
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",7,5,1,,1,,,,
"Ocupantes presentes (014)",20,12,3,,5,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",96,72,18,2,4,,,,
"Ocupantes presentes (017)",356,255,74,8,19,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1356,124,418,154,412,60,114,18,56
"Ocupantes presentes (029)",4829,383,1477,518,1490,226,421,80,234
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1349,119,417,154,411,60,114,18,56
"Ocupantes presentes (032)",4809,371,1474,518,1485,226,421,80,234
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",7,5,1,,1,,,,
"Ocupantes presentes (041)",20,12,3,,5,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6807,1498,2836,662,1224,187,303,17,80
"Ocupantes presentes (056)",28099,5409,11683,2849,5453,834,1451,74,346
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6711,1426,2818,660,1220,187,303,17,80
"Ocupantes presentes (059)",27743,5154,11609,2841,5434,834,1451,74,346
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",96,72,18,2,4,,,,
"Ocupantes presentes (071)",356,255,74,8,19,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
