"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LORETO (000)",17332,2609,3102,8313,154,2914,240
"Agric., ganadería, caza y silvicultura (001)",9888,4,891,6424,90,2479,
"Pesca (002)",330,1,128,62,,139,
"Explotación de minas y canteras (003)",424,135,288,,,1,
"Industrias manufactureras (004)",444,27,256,153,5,3,
"Suministro de electricidad, gas y agua (005)",14,5,7,2,,,
"Construcción (006)",885,95,723,56,10,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1396,164,54,951,29,198,
"Venta, mant.y rep. veh.autom y motoc. (008)",113,20,43,46,1,3,
"Comercio al por mayor (009)",57,19,5,28,,5,
"Comercio al por menor (010)",1226,125,6,877,28,190,
"Hoteles y restaurantes (011)",498,118,136,210,5,29,
"Trans., almac. y comunicaciones (012)",434,101,147,171,5,10,
"Intermediación financiera (013)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (014)",316,217,81,17,,1,
"Admin.pub. y defensa; p. segur soc.afil (015)",462,337,125,,,,
"Enseñanza (016)",1034,1000,1,31,2,,
"Servicios sociales y de salud (017)",152,133,6,12,1,,
"Otras activ. serv.comun.soc y personales (018)",161,92,29,36,1,3,
"Hogares privados con servicio doméstico (019)",240,,,,,,240
"Actividad economica no especificada (021)",650,176,230,188,6,50,
"Hombres (022)",13225,1771,2792,7027,124,1485,26
"Agric., ganadería, caza y silvicultura (023)",7899,2,712,5868,81,1236,
"Pesca (024)",320,1,121,60,,138,
"Explotación de minas y canteras (025)",417,129,287,,,1,
"Industrias manufactureras (026)",401,25,254,114,5,3,
"Suministro de electricidad, gas y agua (027)",13,5,7,1,,,
"Construcción (028)",868,93,710,56,8,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",842,100,54,593,18,77,
"Venta, mant.y rep. veh.autom y motoc. (030)",109,19,43,45,1,1,
"Comercio al por mayor (031)",38,9,5,21,,3,
"Comercio al por menor (032)",695,72,6,527,17,73,
"Hoteles y restaurantes (033)",219,71,114,30,1,3,
"Trans., almac. y comunicaciones (034)",410,86,143,166,5,10,
"Intermediación financiera (035)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (036)",271,176,80,15,,,
"Admin.pub. y defensa; p. segur soc.afil (037)",349,262,87,,,,
"Enseñanza (038)",607,586,1,19,1,,
"Servicios sociales y de salud (039)",87,77,2,8,,,
"Otras activ. serv.comun.soc y personales (040)",127,78,23,22,1,3,
"Hogares privados con servicio doméstico (041)",26,,,,,,26
"Actividad economica no especificada (043)",368,79,197,75,4,13,
"Mujeres (044)",4107,838,310,1286,30,1429,214
"Agric., ganadería, caza y silvicultura (045)",1989,2,179,556,9,1243,
"Pesca (046)",10,,7,2,,1,
"Explotación de minas y canteras (047)",7,6,1,,,,
"Industrias manufactureras (048)",43,2,2,39,,,
"Suministro de electricidad, gas y agua (049)",1,,,1,,,
"Construcción (050)",17,2,13,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",554,64,,358,11,121,
"Venta, mant.y rep. veh.autom y motoc. (052)",4,1,,1,,2,
"Comercio al por mayor (053)",19,10,,7,,2,
"Comercio al por menor (054)",531,53,,350,11,117,
"Hoteles y restaurantes (055)",279,47,22,180,4,26,
"Trans., almac. y comunicaciones (056)",24,15,4,5,,,
"Intermediación financiera (057)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (058)",45,41,1,2,,1,
"Admin.pub. y defensa; p. segur soc.afil (059)",113,75,38,,,,
"Enseñanza (060)",427,414,,12,1,,
"Servicios sociales y de salud (061)",65,56,4,4,1,,
"Otras activ. serv.comun.soc y personales (062)",34,14,6,14,,,
"Hogares privados con servicio doméstico (063)",214,,,,,,214
"Actividad economica no especificada (065)",282,97,33,113,2,37,
,,,,,,,
"URBANA (066)",8495,1892,2279,3160,93,858,213
"Agric., ganadería, caza y silvicultura (067)",2801,3,471,1672,50,605,
"Pesca (068)",182,1,107,33,,41,
"Explotación de minas y canteras (069)",340,112,227,,,1,
"Industrias manufactureras (070)",379,22,220,132,3,2,
"Suministro de electricidad, gas y agua (071)",14,5,7,2,,,
"Construcción (072)",733,84,590,51,7,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1099,152,47,736,15,149,
"Venta, mant.y rep. veh.autom y motoc. (074)",101,15,38,44,1,3,
"Comercio al por mayor (075)",45,18,3,20,,4,
"Comercio al por menor (076)",953,119,6,672,14,142,
"Hoteles y restaurantes (077)",462,111,116,201,5,29,
"Trans., almac. y comunicaciones (078)",350,87,98,153,4,8,
"Intermediación financiera (079)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (080)",259,181,61,16,,1,
"Admin.pub. y defensa; p. segur soc.afil (081)",408,298,110,,,,
"Enseñanza (082)",571,542,,27,2,,
"Servicios sociales y de salud (083)",118,103,6,9,,,
"Otras activ. serv.comun.soc y personales (084)",131,72,25,30,1,3,
"Hogares privados con servicio doméstico (085)",213,,,,,,213
"Actividad economica no especificada (087)",432,116,194,98,6,18,
"Hombres (088)",6127,1302,2058,2304,73,369,21
"Agric., ganadería, caza y silvicultura (089)",2087,1,362,1429,43,252,
"Pesca (090)",173,1,100,32,,40,
"Explotación de minas y canteras (091)",334,106,227,,,1,
"Industrias manufactureras (092)",340,21,218,96,3,2,
"Suministro de electricidad, gas y agua (093)",13,5,7,1,,,
"Construcción (094)",718,82,577,51,7,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",602,89,47,407,9,50,
"Venta, mant.y rep. veh.autom y motoc. (096)",97,14,38,43,1,1,
"Comercio al por mayor (097)",30,8,3,17,,2,
"Comercio al por menor (098)",475,67,6,347,8,47,
"Hoteles y restaurantes (099)",204,67,104,29,1,3,
"Trans., almac. y comunicaciones (100)",327,72,94,149,4,8,
"Activid.inmobil., empres. y alquileres (102)",216,142,60,14,,,
"Admin.pub. y defensa; p. segur soc.afil (103)",301,227,74,,,,
"Enseñanza (104)",317,300,,16,1,,
"Servicios sociales y de salud (105)",68,61,2,5,,,
"Otras activ. serv.comun.soc y personales (106)",101,59,19,19,1,3,
"Hogares privados con servicio doméstico (107)",21,,,,,,21
"Actividad economica no especificada (109)",305,69,167,56,4,9,
"Mujeres (110)",2368,590,221,856,20,489,192
"Agric., ganadería, caza y silvicultura (111)",714,2,109,243,7,353,
"Pesca (112)",9,,7,1,,1,
"Explotación de minas y canteras (113)",6,6,,,,,
"Industrias manufactureras (114)",39,1,2,36,,,
"Suministro de electricidad, gas y agua (115)",1,,,1,,,
"Construcción (116)",15,2,13,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",497,63,,329,6,99,
"Venta, mant.y rep. veh.autom y motoc. (118)",4,1,,1,,2,
"Comercio al por mayor (119)",15,10,,3,,2,
"Comercio al por menor (120)",478,52,,325,6,95,
"Hoteles y restaurantes (121)",258,44,12,172,4,26,
"Trans., almac. y comunicaciones (122)",23,15,4,4,,,
