"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia OYON (000)",18829,401,6305,4516,3525,2581,1501
"Jefe o Jefa (001)",5283,,16,914,1789,1564,1000
"Esposa(o) / compañera(o) (002)",2904,,17,687,1137,751,312
"Hijo(a) / hijastro(a) (003)",8124,308,5253,2151,320,88,4
"Yerno / nuera (004)",191,,2,132,48,8,1
"Nieto(a) (005)",800,63,624,103,10,,
"Padres / suegros (006)",179,,,,1,50,128
"Otro(a) pariente (007)",960,28,353,360,105,70,44
"Trabajador(a) del hogar (008)",24,,,19,4,,1
"Pensionistas (009)",19,,2,7,9,1,
"Otro(a) no pariente (010)",345,2,38,143,102,49,11
"Hombres (011)",9293,204,3193,2231,1696,1273,696
"Jefe o Jefa (012)",3689,,10,646,1304,1114,615
"Esposa(o) / compañera(o) (013)",179,,13,49,63,33,21
"Hijo(a) / hijastro(a) (014)",4153,157,2656,1140,160,40,
"Yerno / nuera (015)",83,,2,41,34,5,1
"Nieto(a) (016)",419,34,311,67,7,,
"Padres / suegros (017)",50,,,,,12,38
"Otro(a) pariente (018)",500,11,179,199,53,40,18
"Trabajador(a) del hogar (019)",5,,,4,1,,
"Pensionistas (020)",17,,2,7,7,1,
"Otro(a) no pariente (021)",198,2,20,78,67,28,3
"Mujeres (022)",9536,197,3112,2285,1829,1308,805
"Jefe o Jefa (023)",1594,,6,268,485,450,385
"Esposa(o) / compañera(o) (024)",2725,,4,638,1074,718,291
"Hijo(a) / hijastro(a) (025)",3971,151,2597,1011,160,48,4
"Yerno / nuera (026)",108,,,91,14,3,
"Nieto(a) (027)",381,29,313,36,3,,
"Padres / suegros (028)",129,,,,1,38,90
"Otro(a) pariente (029)",460,17,174,161,52,30,26
"Trabajador(a) del hogar (030)",19,,,15,3,,1
"Pensionistas (031)",2,,,,2,,
"Otro(a) no pariente (032)",147,,18,65,35,21,8
,,,,,,,
"URBANA (033)",12942,301,4384,3182,2477,1642,956
"Jefe o Jefa (034)",3532,,10,646,1269,968,639
"Esposa(o) / compañera(o) (035)",1992,,16,508,795,476,197
"Hijo(a) / hijastro(a) (036)",5654,239,3682,1457,211,63,2
"Yerno / nuera (037)",132,,,91,35,6,
"Nieto(a) (038)",513,40,402,65,6,,
"Padres / suegros (039)",125,,,,1,43,81
"Otro(a) pariente (040)",691,20,243,280,73,47,28
"Trabajador(a) del hogar (041)",18,,,15,3,,
"Pensionistas (042)",9,,1,4,3,1,
"Otro(a) no pariente (043)",276,2,30,116,81,38,9
"Hombres (044)",6242,147,2221,1494,1158,785,437
"Jefe o Jefa (045)",2420,,5,442,910,678,385
"Esposa(o) / compañera(o) (046)",121,,12,39,36,22,12
"Hijo(a) / hijastro(a) (047)",2841,116,1871,737,95,22,
"Yerno / nuera (048)",57,,,27,25,5,
"Nieto(a) (049)",260,21,197,39,3,,
"Padres / suegros (050)",39,,,,,12,27
"Otro(a) pariente (051)",345,8,118,148,35,25,11
"Trabajador(a) del hogar (052)",3,,,2,1,,
"Pensionistas (053)",9,,1,4,3,1,
"Otro(a) no pariente (054)",147,2,17,56,50,20,2
"Mujeres (055)",6700,154,2163,1688,1319,857,519
"Jefe o Jefa (056)",1112,,5,204,359,290,254
"Esposa(o) / compañera(o) (057)",1871,,4,469,759,454,185
"Hijo(a) / hijastro(a) (058)",2813,123,1811,720,116,41,2
"Yerno / nuera (059)",75,,,64,10,1,
"Nieto(a) (060)",253,19,205,26,3,,
"Padres / suegros (061)",86,,,,1,31,54
"Otro(a) pariente (062)",346,12,125,132,38,22,17
"Trabajador(a) del hogar (063)",15,,,13,2,,
"Otro(a) no pariente (065)",129,,13,60,31,18,7
,,,,,,,
"RURAL (066)",5887,100,1921,1334,1048,939,545
"Jefe o Jefa (067)",1751,,6,268,520,596,361
"Esposa(o) / compañera(o) (068)",912,,1,179,342,275,115
"Hijo(a) / hijastro(a) (069)",2470,69,1571,694,109,25,2
"Yerno / nuera (070)",59,,2,41,13,2,1
"Nieto(a) (071)",287,23,222,38,4,,
"Padres / suegros (072)",54,,,,,7,47
"Otro(a) pariente (073)",269,8,110,80,32,23,16
"Trabajador(a) del hogar (074)",6,,,4,1,,1
"Pensionistas (075)",10,,1,3,6,,
"Otro(a) no pariente (076)",69,,8,27,21,11,2
"Hombres (077)",3051,57,972,737,538,488,259
"Jefe o Jefa (078)",1269,,5,204,394,436,230
"Esposa(o) / compañera(o) (079)",58,,1,10,27,11,9
"Hijo(a) / hijastro(a) (080)",1312,41,785,403,65,18,
"Yerno / nuera (081)",26,,2,14,9,,1
"Nieto(a) (082)",159,13,114,28,4,,
"Padres / suegros (083)",11,,,,,,11
"Otro(a) pariente (084)",155,3,61,51,18,15,7
"Trabajador(a) del hogar (085)",2,,,2,,,
"Pensionistas (086)",8,,1,3,4,,
"Otro(a) no pariente (087)",51,,3,22,17,8,1
"Mujeres (088)",2836,43,949,597,510,451,286
"Jefe o Jefa (089)",482,,1,64,126,160,131
"Esposa(o) / compañera(o) (090)",854,,,169,315,264,106
"Hijo(a) / hijastro(a) (091)",1158,28,786,291,44,7,2
"Yerno / nuera (092)",33,,,27,4,2,
"Nieto(a) (093)",128,10,108,10,,,
"Padres / suegros (094)",43,,,,,7,36
"Otro(a) pariente (095)",114,5,49,29,14,8,9
"Trabajador(a) del hogar (096)",4,,,2,1,,1
"Pensionistas (097)",2,,,,2,,
"Otro(a) no pariente (098)",18,,5,5,4,3,1
