"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LUCANAS (000)",991,327,664
"Sin nivel (001)",83,21,62
"Educación inicial (002)",3,3,
"Primaria (003)",279,79,200
"Secundaria (004)",424,147,277
"Superior no univ. incompleta (005)",44,16,28
"Superior no univ. completa (006)",109,42,67
"Superior univ. incompleta (007)",14,5,9
"Superior univ. completa (008)",35,14,21
"De 14 a 29 años (010)",505,220,285
"Sin nivel (011)",15,7,8
"Educación inicial (012)",1,1,
"Primaria (013)",97,44,53
"Secundaria (014)",263,112,151
"Superior no univ. incompleta (015)",36,14,22
"Superior no univ. completa (016)",63,28,35
"Superior univ. incompleta (017)",10,3,7
"Superior univ. completa (018)",20,11,9
"De 30 a 44 años (020)",296,86,210
"Sin nivel (021)",17,7,10
"Educación inicial (022)",2,2,
"Primaria (023)",98,29,69
"Secundaria (024)",118,28,90
"Superior no univ. incompleta (025)",5,2,3
"Superior no univ. completa (026)",45,14,31
"Superior univ. incompleta (027)",2,1,1
"Superior univ. completa (028)",9,3,6
"De 45 a 64 años (030)",151,21,130
"Sin nivel (031)",33,7,26
"Primaria (033)",64,6,58
"Secundaria (034)",42,7,35
"Superior no univ. incompleta (035)",3,,3
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",2,1,1
"Superior univ. completa (038)",6,,6
"De 65 y más años (040)",39,,39
"Sin nivel (041)",18,,18
"Primaria (043)",20,,20
"Secundaria (044)",1,,1
,,,
"AREA URBANA (050)",609,186,423
"Sin nivel (051)",45,4,41
"Educación inicial (052)",2,2,
"Primaria (053)",135,28,107
"Secundaria (054)",260,88,172
"Superior no univ. incompleta (055)",29,12,17
"Superior no univ. completa (056)",96,36,60
"Superior univ. incompleta (057)",11,4,7
"Superior univ. completa (058)",31,12,19
"De 14 a 29 años (060)",302,129,173
"Sin nivel (061)",8,2,6
"Educación inicial (062)",1,1,
"Primaria (063)",33,12,21
"Secundaria (064)",154,67,87
"Superior no univ. incompleta (065)",26,11,15
"Superior no univ. completa (066)",56,25,31
"Superior univ. incompleta (067)",7,2,5
"Superior univ. completa (068)",17,9,8
"De 30 a 44 años (070)",184,48,136
"Sin nivel (071)",6,1,5
"Educación inicial (072)",1,1,
"Primaria (073)",55,13,42
"Secundaria (074)",71,17,54
"Superior no univ. incompleta (075)",1,1,
"Superior no univ. completa (076)",39,11,28
"Superior univ. incompleta (077)",2,1,1
"Superior univ. completa (078)",9,3,6
"De 45 a 64 años (080)",99,9,90
"Sin nivel (081)",18,1,17
"Primaria (083)",37,3,34
"Secundaria (084)",34,4,30
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",2,1,1
"Superior univ. completa (088)",5,,5
"De 65 y más años (090)",24,,24
"Sin nivel (091)",13,,13
"Primaria (093)",10,,10
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",382,141,241
"Sin nivel (101)",38,17,21
"Educación inicial (102)",1,1,
"Primaria (103)",144,51,93
"Secundaria (104)",164,59,105
"Superior no univ. incompleta (105)",15,4,11
"Superior no univ. completa (106)",13,6,7
"Superior univ. incompleta (107)",3,1,2
"Superior univ. completa (108)",4,2,2
"De 14 a 29 años (110)",203,91,112
"Sin nivel (111)",7,5,2
"Primaria (113)",64,32,32
"Secundaria (114)",109,45,64
"Superior no univ. incompleta (115)",10,3,7
"Superior no univ. completa (116)",7,3,4
"Superior univ. incompleta (117)",3,1,2
"Superior univ. completa (118)",3,2,1
"De 30 a 44 años (120)",112,38,74
"Sin nivel (121)",11,6,5
"Educación inicial (122)",1,1,
"Primaria (123)",43,16,27
"Secundaria (124)",47,11,36
"Superior no univ. incompleta (125)",4,1,3
"Superior no univ. completa (126)",6,3,3
"De 45 a 64 años (130)",52,12,40
"Sin nivel (131)",15,6,9
"Primaria (133)",27,3,24
"Secundaria (134)",8,3,5
"Superior no univ. incompleta (135)",1,,1
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",15,,15
"Sin nivel (141)",5,,5
"Primaria (143)",10,,10
