"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CALCA (000)",490,15,245,147,74,9
"Sin nivel (001)",35,4,9,7,11,4
"Educación inicial (002)",4,2,1,1,,
"Primaria (003)",156,7,57,60,29,3
"Secundaria (004)",214,2,137,53,21,1
"Superior no univ. incompleta (005)",19,,10,5,4,
"Superior no univ. completa (006)",33,,22,10,1,
"Superior univ. incompleta (007)",11,,4,4,2,1
"Superior univ. completa (008)",18,,5,7,6,
"Hombres (010)",333,7,149,112,57,8
"Sin nivel (011)",23,1,5,5,9,3
"Educación inicial (012)",2,1,,1,,
"Primaria (013)",110,4,39,44,20,3
"Secundaria (014)",153,1,88,46,17,1
"Superior no univ. incompleta (015)",11,,4,4,3,
"Superior no univ. completa (016)",13,,7,5,1,
"Superior univ. incompleta (017)",8,,2,3,2,1
"Superior univ. completa (018)",13,,4,4,5,
"Mujeres (020)",157,8,96,35,17,1
"Sin nivel (021)",12,3,4,2,2,1
"Educación inicial (022)",2,1,1,,,
"Primaria (023)",46,3,18,16,9,
"Secundaria (024)",61,1,49,7,4,
"Superior no univ. incompleta (025)",8,,6,1,1,
"Superior no univ. completa (026)",20,,15,5,,
"Superior univ. incompleta (027)",3,,2,1,,
"Superior univ. completa (028)",5,,1,3,1,
,,,,,,
"Area Urbana (030)",293,4,147,86,48,8
"Sin nivel (031)",14,,4,2,5,3
"Educación inicial (032)",1,,1,,,
"Primaria (033)",82,3,27,29,20,3
"Secundaria (034)",132,1,84,34,12,1
"Superior no univ. incompleta (035)",14,,7,5,2,
"Superior no univ. completa (036)",25,,15,9,1,
"Superior univ. incompleta (037)",9,,4,2,2,1
"Superior univ. completa (038)",16,,5,5,6,
"Hombres (040)",185,3,87,54,34,7
"Sin nivel (041)",9,,2,1,4,2
"Primaria (043)",48,2,16,14,13,3
"Secundaria (044)",91,1,54,27,8,1
"Superior no univ. incompleta (045)",8,,3,4,1,
"Superior no univ. completa (046)",12,,6,5,1,
"Superior univ. incompleta (047)",6,,2,1,2,1
"Superior univ. completa (048)",11,,4,2,5,
"Mujeres (050)",108,1,60,32,14,1
"Sin nivel (051)",5,,2,1,1,1
"Educación inicial (052)",1,,1,,,
"Primaria (053)",34,1,11,15,7,
"Secundaria (054)",41,,30,7,4,
"Superior no univ. incompleta (055)",6,,4,1,1,
"Superior no univ. completa (056)",13,,9,4,,
"Superior univ. incompleta (057)",3,,2,1,,
"Superior univ. completa (058)",5,,1,3,1,
,,,,,,
"Area Rural (060)",197,11,98,61,26,1
"Sin nivel (061)",21,4,5,5,6,1
"Educación inicial (062)",3,2,,1,,
"Primaria (063)",74,4,30,31,9,
"Secundaria (064)",82,1,53,19,9,
"Superior no univ. incompleta (065)",5,,3,,2,
"Superior no univ. completa (066)",8,,7,1,,
"Superior univ. incompleta (067)",2,,,2,,
"Superior univ. completa (068)",2,,,2,,
"Hombres (070)",148,4,62,58,23,1
"Sin nivel (071)",14,1,3,4,5,1
"Educación inicial (072)",2,1,,1,,
"Primaria (073)",62,2,23,30,7,
"Secundaria (074)",62,,34,19,9,
"Superior no univ. incompleta (075)",3,,1,,2,
"Superior no univ. completa (076)",1,,1,,,
"Superior univ. incompleta (077)",2,,,2,,
"Superior univ. completa (078)",2,,,2,,
"Mujeres (080)",49,7,36,3,3,
"Sin nivel (081)",7,3,2,1,1,
"Educación inicial (082)",1,1,,,,
"Primaria (083)",12,2,7,1,2,
"Secundaria (084)",20,1,19,,,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",7,,6,1,,
