"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LAMPA (000)",2028,25,1032,620,284,67
"Sin nivel (001)",49,4,6,6,12,21
"Primaria (003)",577,13,179,174,170,41
"Secundaria (004)",1027,8,628,302,86,3
"Superior no univ. incompleta (005)",93,,58,30,4,1
"Superior no univ. completa (006)",177,,96,74,6,1
"Superior univ. incompleta (007)",39,,24,12,3,
"Superior univ. completa (008)",66,,41,22,3,
"Hombres (010)",1583,16,748,510,249,60
"Sin nivel (011)",31,1,3,3,7,17
"Primaria (013)",449,9,119,135,148,38
"Secundaria (014)",829,6,473,266,81,3
"Superior no univ. incompleta (015)",68,,42,22,3,1
"Superior no univ. completa (016)",139,,74,59,5,1
"Superior univ. incompleta (017)",31,,17,11,3,
"Superior univ. completa (018)",36,,20,14,2,
"Mujeres (020)",445,9,284,110,35,7
"Sin nivel (021)",18,3,3,3,5,4
"Primaria (023)",128,4,60,39,22,3
"Secundaria (024)",198,2,155,36,5,
"Superior no univ. incompleta (025)",25,,16,8,1,
"Superior no univ. completa (026)",38,,22,15,1,
"Superior univ. incompleta (027)",8,,7,1,,
"Superior univ. completa (028)",30,,21,8,1,
,,,,,,
"Area Urbana (030)",803,6,431,271,79,16
"Sin nivel (031)",7,,,4,,3
"Primaria (033)",150,2,48,48,43,9
"Secundaria (034)",434,4,261,139,28,2
"Superior no univ. incompleta (035)",57,,34,20,2,1
"Superior no univ. completa (036)",93,,50,39,3,1
"Superior univ. incompleta (037)",20,,11,8,1,
"Superior univ. completa (038)",42,,27,13,2,
"Hombres (040)",616,4,306,222,69,15
"Sin nivel (041)",4,,,1,,3
"Primaria (043)",122,2,37,38,37,8
"Secundaria (044)",348,2,194,124,26,2
"Superior no univ. incompleta (045)",37,,20,15,1,1
"Superior no univ. completa (046)",73,,38,31,3,1
"Superior univ. incompleta (047)",15,,7,7,1,
"Superior univ. completa (048)",17,,10,6,1,
"Mujeres (050)",187,2,125,49,10,1
"Sin nivel (051)",3,,,3,,
"Primaria (053)",28,,11,10,6,1
"Secundaria (054)",86,2,67,15,2,
"Superior no univ. incompleta (055)",20,,14,5,1,
"Superior no univ. completa (056)",20,,12,8,,
"Superior univ. incompleta (057)",5,,4,1,,
"Superior univ. completa (058)",25,,17,7,1,
,,,,,,
"Area Rural (060)",1225,19,601,349,205,51
"Sin nivel (061)",42,4,6,2,12,18
"Primaria (063)",427,11,131,126,127,32
"Secundaria (064)",593,4,367,163,58,1
"Superior no univ. incompleta (065)",36,,24,10,2,
"Superior no univ. completa (066)",84,,46,35,3,
"Superior univ. incompleta (067)",19,,13,4,2,
"Superior univ. completa (068)",24,,14,9,1,
"Hombres (070)",967,12,442,288,180,45
"Sin nivel (071)",27,1,3,2,7,14
"Primaria (073)",327,7,82,97,111,30
"Secundaria (074)",481,4,279,142,55,1
"Superior no univ. incompleta (075)",31,,22,7,2,
"Superior no univ. completa (076)",66,,36,28,2,
"Superior univ. incompleta (077)",16,,10,4,2,
"Superior univ. completa (078)",19,,10,8,1,
"Mujeres (080)",258,7,159,61,25,6
"Sin nivel (081)",15,3,3,,5,4
"Primaria (083)",100,4,49,29,16,2
"Secundaria (084)",112,,88,21,3,
"Superior no univ. incompleta (085)",5,,2,3,,
"Superior no univ. completa (086)",18,,10,7,1,
"Superior univ. incompleta (087)",3,,3,,,
"Superior univ. completa (088)",5,,4,1,,
