"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ACOBAMBA (000)",54540,8220,950,27407,14960,773,679,695,856
"Hombres (001)",26714,1988,486,13392,9043,471,389,434,511
"Mujeres (002)",27826,6232,464,14015,5917,302,290,261,345
"PEA (003)",16591,2593,25,7149,5176,266,488,188,706
"Hombres (004)",11320,1148,16,4968,4112,191,299,139,447
"Mujeres (005)",5271,1445,9,2181,1064,75,189,49,259
"Ocupada (006)",15410,2493,21,6674,4711,228,455,170,658
"Hombres (007)",10396,1072,14,4587,3734,165,274,130,420
"Mujeres (008)",5014,1421,7,2087,977,63,181,40,238
"Desocupada (009)",1181,100,4,475,465,38,33,18,48
"Hombres (010)",924,76,2,381,378,26,25,9,27
"Mujeres (011)",257,24,2,94,87,12,8,9,21
"No PEA (012)",37949,5627,925,20258,9784,507,191,507,150
"Hombres (013)",15394,840,470,8424,4931,280,90,295,64
"Mujeres (014)",22555,4787,455,11834,4853,227,101,212,86
,,,,,,,,,
"URBANA (018)",16833,1619,272,7191,5592,473,487,514,685
"Hombres (019)",8192,337,128,3390,3112,260,255,308,402
"Mujeres (020)",8641,1282,144,3801,2480,213,232,206,283
"PEA (021)",5534,493,11,1819,1956,183,355,145,572
"Hombres (022)",3539,186,8,1158,1417,120,200,101,349
"Mujeres (023)",1995,307,3,661,539,63,155,44,223
"Ocupada (024)",4951,458,9,1623,1713,154,332,129,533
"Hombres (025)",3090,161,7,994,1223,101,183,94,327
"Mujeres (026)",1861,297,2,629,490,53,149,35,206
"Desocupada (027)",583,35,2,196,243,29,23,16,39
"Hombres (028)",449,25,1,164,194,19,17,7,22
"Mujeres (029)",134,10,1,32,49,10,6,9,17
"No PEA (030)",11299,1126,261,5372,3636,290,132,369,113
"Hombres (031)",4653,151,120,2232,1695,140,55,207,53
"Mujeres (032)",6646,975,141,3140,1941,150,77,162,60
,,,,,,,,,
"RURAL (036)",37707,6601,678,20216,9368,300,192,181,171
"Hombres (037)",18522,1651,358,10002,5931,211,134,126,109
"Mujeres (038)",19185,4950,320,10214,3437,89,58,55,62
"PEA (039)",11057,2100,14,5330,3220,83,133,43,134
"Hombres (040)",7781,962,8,3810,2695,71,99,38,98
"Mujeres (041)",3276,1138,6,1520,525,12,34,5,36
"Ocupada (042)",10459,2035,12,5051,2998,74,123,41,125
"Hombres (043)",7306,911,7,3593,2511,64,91,36,93
"Mujeres (044)",3153,1124,5,1458,487,10,32,5,32
"Desocupada (045)",598,65,2,279,222,9,10,2,9
"Hombres (046)",475,51,1,217,184,7,8,2,5
"Mujeres (047)",123,14,1,62,38,2,2,,4
"No PEA (048)",26650,4501,664,14886,6148,217,59,138,37
"Hombres (049)",10741,689,350,6192,3236,140,35,88,11
"Mujeres (050)",15909,3812,314,8694,2912,77,24,50,26
