"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LUCANAS (000)",23406,3480,4506,12007,194,2945,274
"Conviviente (001)",6580,954,1534,3427,51,564,50
"Separado(a) (002)",794,113,132,484,6,36,23
"Casado(a) (003)",9030,1499,1233,4997,87,1172,42
"Viudo(a) (004)",1166,38,149,852,13,107,7
"Divorciado(a) (005)",121,20,15,83,,2,1
"Soltero(a) (006)",5715,856,1443,2164,37,1064,151
"Hombres (008)",15984,1959,3794,8692,144,1363,32
"Conviviente (009)",4736,547,1328,2597,42,216,6
"Separado(a) (010)",394,32,98,243,4,17,
"Casado(a) (011)",6186,957,989,3840,71,324,5
"Viudo(a) (012)",506,19,65,377,5,39,1
"Divorciado(a) (013)",77,10,12,54,,1,
"Soltero(a) (014)",4085,394,1302,1581,22,766,20
"Mujeres (016)",7422,1521,712,3315,50,1582,242
"Conviviente (017)",1844,407,206,830,9,348,44
"Separado(a) (018)",400,81,34,241,2,19,23
"Casado(a) (019)",2844,542,244,1157,16,848,37
"Viudo(a) (020)",660,19,84,475,8,68,6
"Divorciado(a) (021)",44,10,3,29,,1,1
"Soltero(a) (022)",1630,462,141,583,15,298,131
,,,,,,,
"URBANA (024)",13820,2947,2076,6867,124,1584,222
"Conviviente (025)",3273,764,591,1618,27,239,34
"Separado(a) (026)",472,90,61,281,3,17,20
"Casado(a) (027)",5953,1331,686,3127,58,713,38
"Viudo(a) (028)",679,32,77,509,8,48,5
"Divorciado(a) (029)",79,19,7,50,,2,1
"Soltero(a) (030)",3364,711,654,1282,28,565,124
"Hombres (032)",8678,1682,1681,4588,91,620,16
"Conviviente (033)",2160,446,500,1113,21,78,2
"Separado(a) (034)",194,29,43,113,2,7,
"Casado(a) (035)",3868,854,533,2282,48,148,3
"Viudo(a) (036)",258,17,30,197,4,10,
"Divorciado(a) (037)",43,9,7,26,,1,
"Soltero(a) (038)",2155,327,568,857,16,376,11
"Mujeres (040)",5142,1265,395,2279,33,964,206
"Conviviente (041)",1113,318,91,505,6,161,32
"Separado(a) (042)",278,61,18,168,1,10,20
"Casado(a) (043)",2085,477,153,845,10,565,35
"Viudo(a) (044)",421,15,47,312,4,38,5
"Divorciado(a) (045)",36,10,,24,,1,1
"Soltero(a) (046)",1209,384,86,425,12,189,113
,,,,,,,
"RURAL (048)",9586,533,2430,5140,70,1361,52
"Conviviente (049)",3307,190,943,1809,24,325,16
"Separado(a) (050)",322,23,71,203,3,19,3
"Casado(a) (051)",3077,168,547,1870,29,459,4
"Viudo(a) (052)",487,6,72,343,5,59,2
"Divorciado(a) (053)",42,1,8,33,,,
"Soltero(a) (054)",2351,145,789,882,9,499,27
"Hombres (056)",7306,277,2113,4104,53,743,16
"Conviviente (057)",2576,101,828,1484,21,138,4
"Separado(a) (058)",200,3,55,130,2,10,
"Casado(a) (059)",2318,103,456,1558,23,176,2
"Viudo(a) (060)",248,2,35,180,1,29,1
"Divorciado(a) (061)",34,1,5,28,,,
"Soltero(a) (062)",1930,67,734,724,6,390,9
"Mujeres (064)",2280,256,317,1036,17,618,36
"Conviviente (065)",731,89,115,325,3,187,12
"Separado(a) (066)",122,20,16,73,1,9,3
"Casado(a) (067)",759,65,91,312,6,283,2
"Viudo(a) (068)",239,4,37,163,4,30,1
"Divorciado(a) (069)",8,,3,5,,,
"Soltero(a) (070)",421,78,55,158,3,109,18
