"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SULLANA (000)",267522,31514,8500,91603,83230,12557,19397,9562,11159
"Jefe o Jefa (001)",67697,7634,38,23772,20853,3137,6361,1838,4064
"Esposa(o)/ compa¤era(o) (002)",46204,4969,35,16944,13863,2289,4893,961,2250
"Hijo(a)/ hijastro(a) (003)",113452,12725,6446,37780,36431,5288,5874,5379,3529
"Yerno/ nuera (004)",6196,108,4,1077,3056,526,776,234,415
"Nieto(a) (005)",15324,3183,1532,5815,3512,421,219,502,140
"Padres/ suegros (006)",2210,877,,983,216,30,52,13,39
"Otro(a) pariente (007)",13801,1789,408,4502,4400,679,986,486,551
"Trabajador(a) del hogar (008)",322,17,,162,122,14,3,1,3
"Pensionista (009)",252,16,,50,67,26,39,20,34
"Otro(a) no pariente (010)",2064,196,37,518,710,147,194,128,134
"Hombres (012)",131990,14605,4370,44392,44235,5730,8216,4861,5581
"Jefe o Jefa (013)",51520,4897,28,17601,17164,2440,4715,1445,3230
"Esposa(o)/ compa¤era(o) (014)",2078,142,4,659,776,98,160,103,136
"Hijo(a)/ hijastro(a) (015)",58714,6659,3292,19765,20085,2434,2339,2601,1539
"Yerno/ nuera (016)",2850,40,,439,1457,204,365,103,242
"Nieto(a) (017)",8000,1639,806,3057,1918,175,90,255,60
"Padres/ suegros (018)",655,212,,318,69,12,12,10,22
"Otro(a) pariente (019)",6992,903,216,2258,2351,302,439,252,271
"Trabajador(a) del hogar (020)",21,2,,10,9,,,,
"Pensionista (021)",158,12,,35,46,13,18,13,21
"Otro(a) no pariente (022)",1002,99,24,250,360,52,78,79,60
"Mujeres (024)",135532,16909,4130,47211,38995,6827,11181,4701,5578
"Jefe o Jefa (025)",16177,2737,10,6171,3689,697,1646,393,834
"Esposa(o)/ compa¤era(o) (026)",44126,4827,31,16285,13087,2191,4733,858,2114
"Hijo(a)/ hijastro(a) (027)",54738,6066,3154,18015,16346,2854,3535,2778,1990
"Yerno/ nuera (028)",3346,68,4,638,1599,322,411,131,173
"Nieto(a) (029)",7324,1544,726,2758,1594,246,129,247,80
"Padres/ suegros (030)",1555,665,,665,147,18,40,3,17
"Otro(a) pariente (031)",6809,886,192,2244,2049,377,547,234,280
"Trabajador(a) del hogar (032)",301,15,,152,113,14,3,1,3
"Pensionista (033)",94,4,,15,21,13,21,7,13
"Otro(a) no pariente (034)",1062,97,13,268,350,95,116,49,74
,,,,,,,,,
"URBANA (036)",240690,26981,7818,77485,76810,12162,19011,9411,11012
"Jefe o Jefa (037)",60673,6288,29,19672,19507,3075,6267,1816,4019
"Esposa(o)/ compa¤era(o) (038)",41142,4122,32,13959,12830,2235,4804,941,2219
"Hijo(a)/ hijastro(a) (039)",101988,11065,5881,32286,33209,5064,5726,5284,3473
"Yerno/ nuera (040)",5851,95,4,943,2882,513,771,232,411
"Nieto(a) (041)",14347,2958,1471,5339,3320,415,209,498,137
"Padres/ suegros (042)",2065,783,,932,216,30,52,13,39
