"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ASCOPE (000)",116229,18310,36062,6937,55295
"Menos de 1 año (001)",2001,829,503,67,605
"De 1 a 14 años (002)",29922,9962,8429,1338,10272
"De 15 a 29 años (003)",29029,3597,5072,1537,18880
"De 30 a 44 años (004)",24073,2237,7020,1594,13329
"De 45 a 64 años (005)",20889,1267,8632,1662,9434
"De 65 y mas años (006)",10315,418,6406,739,2775
"Hombres (008)",58299,8269,18385,3997,27879
"Menos de 1 año (009)",1015,433,262,37,285
"De 1 a 14 años (010)",15277,5078,4306,681,5254
"De 15 a 29 años (011)",14674,1261,2588,970,9886
"De 30 a 44 años (012)",11826,748,3544,943,6662
"De 45 a 64 años (013)",10172,538,4181,962,4561
"De 65 y mas años (014)",5335,211,3504,404,1231
"Mujeres (016)",57930,10041,17677,2940,27416
"Menos de 1 año (017)",986,396,241,30,320
"De 1 a 14 años (018)",14645,4884,4123,657,5018
"De 15 a 29 años (019)",14355,2336,2484,567,8994
"De 30 a 44 años (020)",12247,1489,3476,651,6667
"De 45 a 64 años (021)",10717,729,4451,700,4873
"De 65 y mas años (022)",4980,207,2902,335,1544
,,,,,
"URBANA (024)",102230,15937,33521,6384,46734
"Menos de 1 año (025)",1770,700,474,66,533
"De 1 a 14 años (026)",26248,8455,7892,1245,8723
"De 15 a 29 años (027)",25241,3211,4727,1436,15921
"De 30 a 44 años (028)",21429,2041,6572,1502,11415
"De 45 a 64 años (029)",18381,1152,7946,1463,7918
"De 65 y mas años (030)",9161,378,5910,672,2224
"Hombres (032)",50971,7175,17040,3679,23292
"Menos de 1 año (033)",883,358,247,37,243
"De 1 a 14 años (034)",13392,4315,4026,635,4450
"De 15 a 29 años (035)",12700,1135,2411,897,8287
"De 30 a 44 años (036)",10439,697,3294,894,5623
"De 45 a 64 años (037)",8854,482,3834,850,3753
"De 65 y mas años (038)",4703,188,3228,366,936
"Mujeres (040)",51259,8762,16481,2705,23442
"Menos de 1 año (041)",887,342,227,29,290
"De 1 a 14 años (042)",12856,4140,3866,610,4273
"De 15 a 29 años (043)",12541,2076,2316,539,7634
"De 30 a 44 años (044)",10990,1344,3278,608,5792
"De 45 a 64 años (045)",9527,670,4112,613,4165
"De 65 y mas años (046)",4458,190,2682,306,1288
,,,,,
"RURAL (048)",13999,2373,2541,553,8561
"Menos de 1 año (049)",231,129,29,1,72
"De 1 a 14 años (050)",3674,1507,537,93,1549
"De 15 a 29 años (051)",3788,386,345,101,2959
"De 30 a 44 años (052)",2644,196,448,92,1914
"De 45 a 64 años (053)",2508,115,686,199,1516
"De 65 y mas años (054)",1154,40,496,67,551
"Hombres (056)",7328,1094,1345,318,4587
"Menos de 1 año (057)",132,75,15,,42
"De 1 a 14 años (058)",1885,763,280,46,804
"De 15 a 29 años (059)",1974,126,177,73,1599
"De 30 a 44 años (060)",1387,51,250,49,1039
"De 45 a 64 años (061)",1318,56,347,112,808
"De 65 y mas años (062)",632,23,276,38,295
"Mujeres (064)",6671,1279,1196,235,3974
"Menos de 1 año (065)",99,54,14,1,30
"De 1 a 14 años (066)",1789,744,257,47,745
"De 15 a 29 años (067)",1814,260,168,28,1360
"De 30 a 44 años (068)",1257,145,198,43,875
"De 45 a 64 años (069)",1190,59,339,87,708
"De 65 y mas años (070)",522,17,220,29,256
