"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia POMABAMBA (000)",13725,10279,3446
"De 3 a 5 años (001)",2009,117,1892
"De 6 a 11 años (002)",4510,3428,1082
"De 12 a 16 años (003)",3602,3467,135
"De 17 a 24 años (004)",3604,3267,337
"Hombres (005)",6814,5189,1625
"De 3 a 5 años (006)",1041,60,981
"De 6 a 11 años (007)",2244,1718,526
"De 12 a 16 años (008)",1768,1732,36
"De 17 a 24 años (009)",1761,1679,82
"Mujeres (010)",6911,5090,1821
"De 3 a 5 años (011)",968,57,911
"De 6 a 11 años (012)",2266,1710,556
"De 12 a 16 años (013)",1834,1735,99
"De 17 a 24 años (014)",1843,1588,255
,,,
"URBANA (015)",2703,2263,440
"De 3 a 5 años (016)",352,32,320
"De 6 a 11 años (017)",805,719,86
"De 12 a 16 años (018)",701,696,5
"De 17 a 24 años (019)",845,816,29
"Hombres (020)",1325,1110,215
"De 3 a 5 años (021)",179,13,166
"De 6 a 11 años (022)",398,362,36
"De 12 a 16 años (023)",333,330,3
"De 17 a 24 años (024)",415,405,10
"Mujeres (025)",1378,1153,225
"De 3 a 5 años (026)",173,19,154
"De 6 a 11 años (027)",407,357,50
"De 12 a 16 años (028)",368,366,2
"De 17 a 24 años (029)",430,411,19
,,,
"RURAL (030)",11022,8016,3006
"De 3 a 5 años (031)",1657,85,1572
"De 6 a 11 años (032)",3705,2709,996
"De 12 a 16 años (033)",2901,2771,130
"De 17 a 24 años (034)",2759,2451,308
"Hombres (035)",5489,4079,1410
"De 3 a 5 años (036)",862,47,815
"De 6 a 11 años (037)",1846,1356,490
"De 12 a 16 años (038)",1435,1402,33
"De 17 a 24 años (039)",1346,1274,72
"Mujeres (040)",5533,3937,1596
"De 3 a 5 años (041)",795,38,757
"De 6 a 11 años (042)",1859,1353,506
"De 12 a 16 años (043)",1466,1369,97
"De 17 a 24 años (044)",1413,1177,236
