"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CANTA (000)",3746,72,178,294,424,697,1169,912
"De 12 a 14 años (001)",3,,,,,,,3
"De 15 a 19 años (002)",98,,,,,,62,36
"De 20 a 24 años (003)",374,,,,,1,233,140
"De 25 a 29 años (004)",424,,,,,23,285,116
"De 30 a 34 años (005)",408,,,,,76,242,90
"De 35 a 39 años (006)",398,,,,2,133,188,75
"De 40 a 44 años (007)",340,,,,22,153,110,55
"De 45 a 49 años (008)",305,,,2,54,148,45,56
"De 50 y más años (009)",1396,72,178,292,346,163,4,341
"PEA (010)",1653,10,44,94,198,391,482,434
"De 15 a 19 años (012)",23,,,,,,11,12
"De 20 a 24 años (013)",140,,,,,,74,66
"De 25 a 29 años (014)",186,,,,,12,110,64
"De 30 a 34 años (015)",219,,,,,45,117,57
"De 35 a 39 años (016)",220,,,,2,82,90,46
"De 40 a 44 años (017)",179,,,,13,85,53,28
"De 45 a 49 años (018)",171,,,1,31,83,24,32
"De 50 y más años (019)",515,10,44,93,152,84,3,129
"Ocupada (020)",1633,10,44,94,198,387,475,425
"De 15 a 19 años (022)",21,,,,,,10,11
"De 20 a 24 años (023)",138,,,,,,73,65
"De 25 a 29 años (024)",182,,,,,12,108,62
"De 30 a 34 años (025)",217,,,,,45,116,56
"De 35 a 39 años (026)",218,,,,2,81,90,45
"De 40 a 44 años (027)",179,,,,13,85,53,28
"De 45 a 49 años (028)",166,,,1,31,82,22,30
"De 50 y más años (029)",512,10,44,93,152,82,3,128
"Desocupada (030)",20,,,,,4,7,9
"De 15 a 19 años (032)",2,,,,,,1,1
"De 20 a 24 años (033)",2,,,,,,1,1
"De 25 a 29 años (034)",4,,,,,,2,2
"De 30 a 34 años (035)",2,,,,,,1,1
"De 35 a 39 años (036)",2,,,,,1,,1
"De 45 a 49 años (038)",5,,,,,1,2,2
"De 50 y más años (039)",3,,,,,2,,1
"No PEA (040)",2093,62,134,200,226,306,687,478
"De 12 a 14 años (041)",3,,,,,,,3
"De 15 a 19 años (042)",75,,,,,,51,24
"De 20 a 24 años (043)",234,,,,,1,159,74
"De 25 a 29 años (044)",238,,,,,11,175,52
"De 30 a 34 años (045)",189,,,,,31,125,33
"De 35 a 39 años (046)",178,,,,,51,98,29
"De 40 a 44 años (047)",161,,,,9,68,57,27
"De 45 a 49 años (048)",134,,,1,23,65,21,24
"De 50 y más años (049)",881,62,134,199,194,79,1,212
,,,,,,,,
"URBANA (060)",1916,42,100,193,236,338,517,490
"De 12 a 14 años (061)",2,,,,,,,2
"De 15 a 19 años (062)",39,,,,,,23,16
