"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MAYNAS (000)",124453,2693,54612,33176,10933,4191,1971,562,56,,16259
"Conviviente (001)",60238,1480,30373,15221,4030,1421,628,163,18,,6904
"Separado(a) (002)",7112,150,2978,2201,757,292,146,37,3,,548
"Casado(a) (003)",32958,586,13180,9748,4122,1640,773,218,23,,2668
"Viudo(a) (004)",7152,223,3171,1948,551,261,201,92,6,,699
"Divorciado(a) (005)",639,8,218,218,84,33,19,4,,,55
"Soltero(a) (006)",16354,246,4692,3840,1389,544,204,48,6,,5385
,,,,,,,,,,,
"URBANA (008)",103192,1711,41766,29122,10145,3893,1811,514,49,,14181
"Conviviente (009)",46377,851,21786,12645,3544,1249,548,144,14,,5596
"Separado(a) (010)",6482,122,2608,2056,736,283,136,35,2,,504
"Casado(a) (011)",28141,371,10264,8797,3915,1555,722,196,21,,2300
"Viudo(a) (012)",6225,167,2658,1748,520,240,185,88,6,,613
"Divorciado(a) (013)",614,6,202,213,83,32,19,4,,,55
"Soltero(a) (014)",15353,194,4248,3663,1347,534,201,47,6,,5113
,,,,,,,,,,,
"RURAL (016)",21261,982,12846,4054,788,298,160,48,7,,2078
"Conviviente (017)",13861,629,8587,2576,486,172,80,19,4,,1308
"Separado(a) (018)",630,28,370,145,21,9,10,2,1,,44
"Casado(a) (019)",4817,215,2916,951,207,85,51,22,2,,368
"Viudo(a) (020)",927,56,513,200,31,21,16,4,,,86
"Divorciado(a) (021)",25,2,16,5,1,1,,,,,
"Soltero(a) (022)",1001,52,444,177,42,10,3,1,,,272
