"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",6732,63,223,468,919,1288,1847,1924
"De 12 a 14 años (001)",9,,,,,,2,7
"De 15 a 19 años (002)",136,,,,,,83,53
"De 20 a 24 años (003)",600,,,,,,321,279
"De 25 a 29 años (004)",783,,,,,42,454,287
"De 30 a 34 años (005)",756,,,,,134,407,215
"De 35 a 39 años (006)",705,,,,13,221,306,165
"De 40 a 44 años (007)",643,,,,58,271,184,130
"De 45 a 49 años (008)",574,,,1,143,260,65,105
"De 50 y más años (009)",2526,63,223,467,705,360,25,683
"PEA (010)",2598,7,48,129,323,555,735,801
"De 15 a 19 años (012)",37,,,,,,24,13
"De 20 a 24 años (013)",205,,,,,,94,111
"De 25 a 29 años (014)",350,,,,,19,183,148
"De 30 a 34 años (015)",352,,,,,62,184,106
"De 35 a 39 años (016)",323,,,,5,93,145,80
"De 40 a 44 años (017)",276,,,,23,121,70,62
"De 45 a 49 años (018)",262,,,,60,121,24,57
"De 50 y más años (019)",793,7,48,129,235,139,11,224
"Ocupada (020)",2471,7,48,127,316,529,697,747
"De 15 a 19 años (022)",34,,,,,,22,12
"De 20 a 24 años (023)",185,,,,,,89,96
"De 25 a 29 años (024)",317,,,,,17,173,127
"De 30 a 34 años (025)",323,,,,,54,172,97
"De 35 a 39 años (026)",312,,,,5,89,141,77
"De 40 a 44 años (027)",268,,,,21,118,67,62
"De 45 a 49 años (028)",252,,,,59,114,23,56
"De 50 y más años (029)",780,7,48,127,231,137,10,220
"Desocupada (030)",127,,,2,7,26,38,54
"De 15 a 19 años (032)",3,,,,,,2,1
"De 20 a 24 años (033)",20,,,,,,5,15
"De 25 a 29 años (034)",33,,,,,2,10,21
"De 30 a 34 años (035)",29,,,,,8,12,9
"De 35 a 39 años (036)",11,,,,,4,4,3
"De 40 a 44 años (037)",8,,,,2,3,3,
"De 45 a 49 años (038)",10,,,,1,7,1,1
"De 50 y más años (039)",13,,,2,4,2,1,4
"No PEA (040)",4134,56,175,339,596,733,1112,1123
"De 12 a 14 años (041)",9,,,,,,2,7
"De 15 a 19 años (042)",99,,,,,,59,40
"De 20 a 24 años (043)",395,,,,,,227,168
"De 25 a 29 años (044)",433,,,,,23,271,139
"De 30 a 34 años (045)",404,,,,,72,223,109
"De 35 a 39 años (046)",382,,,,8,128,161,85
"De 40 a 44 años (047)",367,,,,35,150,114,68
"De 45 a 49 años (048)",312,,,1,83,139,41,48
"De 50 y más años (049)",1733,56,175,338,470,221,14,459
,,,,,,,,
"URBANA (060)",2985,25,89,203,385,553,835,895
