"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CARAVELI (000)",457,77,380
"Sin nivel (001)",33,1,32
"Educación inicial (002)",1,,1
"Primaria (003)",108,13,95
"Secundaria (004)",213,45,168
"Superior no univ. incompleta (005)",32,4,28
"Superior no univ. completa (006)",19,4,15
"Superior univ. incompleta (007)",25,5,20
"Superior univ. completa (008)",26,5,21
"Hombres (010)",343,50,293
"Sin nivel (011)",19,,19
"Educación inicial (012)",1,,1
"Primaria (013)",89,9,80
"Secundaria (014)",160,27,133
"Superior no univ. incompleta (015)",22,4,18
"Superior no univ. completa (016)",13,3,10
"Superior univ. incompleta (017)",17,2,15
"Superior univ. completa (018)",22,5,17
"Mujeres (020)",114,27,87
"Sin nivel (021)",14,1,13
"Primaria (023)",19,4,15
"Secundaria (024)",53,18,35
"Superior no univ. incompleta (025)",10,,10
"Superior no univ. completa (026)",6,1,5
"Superior univ. incompleta (027)",8,3,5
"Superior univ. completa (028)",4,,4
,,,
"AREA URBANA (030)",370,60,310
"Sin nivel (031)",23,,23
"Educación inicial (032)",1,,1
"Primaria (033)",81,11,70
"Secundaria (034)",177,34,143
"Superior no univ. incompleta (035)",29,4,25
"Superior no univ. completa (036)",14,2,12
"Superior univ. incompleta (037)",23,5,18
"Superior univ. completa (038)",22,4,18
"Hombres (040)",273,39,234
"Sin nivel (041)",11,,11
"Educación inicial (042)",1,,1
"Primaria (043)",66,7,59
"Secundaria (044)",132,21,111
"Superior no univ. incompleta (045)",20,4,16
"Superior no univ. completa (046)",9,1,8
"Superior univ. incompleta (047)",15,2,13
"Superior univ. completa (048)",19,4,15
"Mujeres (050)",97,21,76
"Sin nivel (051)",12,,12
"Primaria (053)",15,4,11
"Secundaria (054)",45,13,32
"Superior no univ. incompleta (055)",9,,9
"Superior no univ. completa (056)",5,1,4
"Superior univ. incompleta (057)",8,3,5
"Superior univ. completa (058)",3,,3
,,,
"AREA RURAL (060)",87,17,70
"Sin nivel (061)",10,1,9
"Primaria (063)",27,2,25
"Secundaria (064)",36,11,25
"Superior no univ. incompleta (065)",3,,3
"Superior no univ. completa (066)",5,2,3
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",4,1,3
"Hombres (070)",70,11,59
"Sin nivel (071)",8,,8
"Primaria (073)",23,2,21
"Secundaria (074)",28,6,22
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",4,2,2
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",3,1,2
"Mujeres (080)",17,6,11
"Sin nivel (081)",2,1,1
"Primaria (083)",4,,4
"Secundaria (084)",8,5,3
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",1,,1
