"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PALLASCA (000)",10270,33196,29628,,660,89.3,2
"De 12 a 14 años (001)",1175,5,5,,1,100,20
"De 15 a 19 años (002)",1382,259,252,91,97.3,35.1,
"De 20 a 24 años (003)",957,1078,1037,159,96.2,14.7,
"De 25 a 29 años (004)",850,1736,1669,154,96.1,8.9,
"De 30 a 34 años (005)",842,2470,2350,105,95.1,4.3,
"De 35 a 39 años (006)",820,3229,3013,98,93.3,3,
"De 40 a 44 años (007)",737,3598,3372,36,93.7,1,
"De 45 a 49 años (008)",612,3347,3072,16,91.8,0.5,
"De 50 y más años (009)",2895,17474,14858,,85,,
"PEA (010)",1739,4538,4203,90,92.6,2,
"De 12 a 14 años (011)",33,,,,,,
"De 15 a 19 años (012)",172,31,30,7,96.8,22.6,
"De 20 a 24 años (013)",202,145,139,12,95.9,8.3,
"De 25 a 29 años (014)",216,247,237,32,96,13,
"De 30 a 34 años (015)",236,400,390,18,97.5,4.5,
"De 35 a 39 años (016)",218,626,593,17,94.7,2.7,
"De 40 a 44 años (017)",177,681,635,2,93.2,0.3,
"De 45 a 49 años (018)",126,560,532,2,95,0.4,
"De 50 y más años (019)",359,1848,1647,,89.1,,
"Ocupada (020)",1629,4405,4077,83,92.6,1.9,
"De 12 a 14 años (021)",24,,,,,,
"De 15 a 19 años (022)",131,25,24,5,96,20,
"De 20 a 24 años (023)",182,129,123,9,95.3,7,
"De 25 a 29 años (024)",202,232,222,30,95.7,12.9,
"De 30 a 34 años (025)",226,383,374,18,97.7,4.7,
"De 35 a 39 años (026)",213,603,570,17,94.5,2.8,
"De 40 a 44 años (027)",174,666,620,2,93.1,0.3,
"De 45 a 49 años (028)",124,553,525,2,94.9,0.4,
"De 50 y más años (029)",353,1814,1619,,89.3,,
"Desocupada (030)",110,133,126,7,94.7,5.3,
"De 12 a 14 años (031)",9,,,,,,
"De 15 a 19 años (032)",41,6,6,2,100,33.3,
"De 20 a 24 años (033)",20,16,16,3,100,18.8,
"De 25 a 29 años (034)",14,15,15,2,100,13.3,
"De 30 a 34 años (035)",10,17,16,,94.1,,
"De 35 a 39 años (036)",5,23,23,,100,,
"De 40 a 44 años (037)",3,15,15,,100,,
"De 45 a 49 años (038)",2,7,7,,100,,
