"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHUPACA (000)",20652,19754,5895,2829,2780,2169,2949,1735,923,474,898,52101
"De 12 a 14 años (001)",1860,1853,1848,5,,,,,,,7,5
"De 15 a 19 años (002)",2527,2491,2257,199,30,5,,,,,36,274
"De 20 a 24 años (003)",2254,1902,899,705,231,50,14,3,,,352,1394
"De 25 a 29 años (004)",1843,1639,246,609,460,230,88,5,1,,204,2628
"De 30 a 34 años (005)",1756,1662,139,393,521,334,239,30,6,,94,3700
"De 35 a 39 años (006)",1776,1719,80,240,478,356,414,115,31,5,57,5112
"De 40 a 44 años (007)",1606,1581,68,143,296,361,460,179,55,19,25,5648
"De 45 a 49 años (008)",1352,1334,48,112,214,206,397,230,102,25,18,5532
"De 50 y más años (009)",5678,5573,310,423,550,627,1337,1173,728,425,105,27808
"PEA (010)",7855,7474,1184,1384,1330,1041,1349,692,333,161,381,22146
"De 12 a 14 años (011)",69,69,67,2,,,,,,,,2
"De 15 a 19 años (012)",378,371,304,60,7,,,,,,7,74
"De 20 a 24 años (013)",840,699,317,270,92,16,3,1,,,141,520
"De 25 a 29 años (014)",883,777,152,291,203,96,32,3,,,106,1139
"De 30 a 34 años (015)",881,829,93,233,227,158,103,12,3,,52,1708
"De 35 a 39 años (016)",948,922,51,164,258,186,209,41,11,2,26,2529
"De 40 a 44 años (017)",867,856,44,90,182,197,229,77,26,11,11,2875
"De 45 a 49 años (018)",761,750,34,83,129,121,221,111,43,8,11,2837
"De 50 y más años (019)",2228,2201,122,191,232,267,552,447,250,140,27,10462
"Ocupada (020)",7639,7285,1103,1345,1302,1026,1333,687,331,158,354,21854
"De 12 a 14 años (021)",65,65,63,2,,,,,,,,2
