"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MAYNAS (000)",10446,192,5813,2661,1557,223
"Conviviente (001)",3553,5,1510,1327,654,57
"Separado(a) (002)",324,1,102,120,93,8
"Casado(a) (003)",1377,,152,538,584,103
"Viudo(a) (004)",92,,3,13,46,30
"Divorciado(a) (005)",36,,7,10,15,4
"Soltero(a) (006)",5064,186,4039,653,165,21
"Hombres (008)",7359,126,3821,1931,1286,195
"Conviviente (009)",2534,2,898,1035,549,50
"Separado(a) (010)",159,,27,60,66,6
"Casado(a) (011)",1010,,77,346,492,95
"Viudo(a) (012)",54,,,4,31,19
"Divorciado(a) (013)",23,,4,7,8,4
"Soltero(a) (014)",3579,124,2815,479,140,21
"Mujeres (016)",3087,66,1992,730,271,28
"Conviviente (017)",1019,3,612,292,105,7
"Separado(a) (018)",165,1,75,60,27,2
"Casado(a) (019)",367,,75,192,92,8
"Viudo(a) (020)",38,,3,9,15,11
"Divorciado(a) (021)",13,,3,3,7,
"Soltero(a) (022)",1485,62,1224,174,25,
,,,,,,
"AREA URBANA (024)",8885,142,4967,2256,1337,183
"Conviviente (025)",2946,4,1255,1087,553,47
"Separado(a) (026)",283,,92,105,78,8
"Casado(a) (027)",1194,,121,469,519,85
"Viudo(a) (028)",73,,3,10,37,23
"Divorciado(a) (029)",33,,7,8,14,4
"Soltero(a) (030)",4356,138,3489,577,136,16
"Hombres (032)",6019,92,3121,1570,1078,158
"Conviviente (033)",2003,2,693,811,456,41
"Separado(a) (034)",128,,21,50,51,6
"Casado(a) (035)",846,,53,286,429,78
"Viudo(a) (036)",37,,,2,22,13
"Divorciado(a) (037)",22,,4,6,8,4
"Soltero(a) (038)",2983,90,2350,415,112,16
"Mujeres (040)",2866,50,1846,686,259,25
"Conviviente (041)",943,2,562,276,97,6
"Separado(a) (042)",155,,71,55,27,2
"Casado(a) (043)",348,,68,183,90,7
"Viudo(a) (044)",36,,3,8,15,10
"Divorciado(a) (045)",11,,3,2,6,
"Soltero(a) (046)",1373,48,1139,162,24,
,,,,,,
"AREA RURAL (048)",1561,50,846,405,220,40
"Conviviente (049)",607,1,255,240,101,10
"Separado(a) (050)",41,1,10,15,15,
"Casado(a) (051)",183,,31,69,65,18
"Viudo(a) (052)",19,,,3,9,7
"Divorciado(a) (053)",3,,,2,1,
"Soltero(a) (054)",708,48,550,76,29,5
"Hombres (056)",1340,34,700,361,208,37
"Conviviente (057)",531,,205,224,93,9
"Separado(a) (058)",31,,6,10,15,
"Casado(a) (059)",164,,24,60,63,17
"Viudo(a) (060)",17,,,2,9,6
"Divorciado(a) (061)",1,,,1,,
"Soltero(a) (062)",596,34,465,64,28,5
"Mujeres (064)",221,16,146,44,12,3
"Conviviente (065)",76,1,50,16,8,1
"Separado(a) (066)",10,1,4,5,,
"Casado(a) (067)",19,,7,9,2,1
"Viudo(a) (068)",2,,,1,,1
"Divorciado(a) (069)",2,,,1,1,
"Soltero(a) (070)",112,14,85,12,1,
