"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHACHAPOYAS (000)",37325,5775,6869,7367,6455,4494,6365
"Católica (001)",30018,4453,5481,5932,5232,3653,5267
"Cristiana/Evangélica (002)",3940,691,674,727,697,494,657
"Otra (003)",2309,465,444,423,374,258,345
"Ninguna (004)",1058,166,270,285,152,89,96
"Hombres (006)",18162,2891,3354,3668,3123,2235,2891
"Católica (007)",14572,2249,2650,2948,2509,1821,2395
"Cristiana/Evangélica (008)",1818,334,301,339,321,238,285
"Otra (009)",1074,206,224,193,181,115,155
"Ninguna (010)",698,102,179,188,112,61,56
"Mujeres (012)",19163,2884,3515,3699,3332,2259,3474
"Católica (013)",15446,2204,2831,2984,2723,1832,2872
"Cristiana/Evangélica (014)",2122,357,373,388,376,256,372
"Otra (015)",1235,259,220,230,193,143,190
"Ninguna (016)",360,64,91,97,40,28,40
,,,,,,,
"URBANA (018)",26440,4057,4972,5287,4662,3159,4303
"Católica (019)",22127,3269,4088,4448,3939,2689,3694
"Cristiana/Evangélica (020)",2330,419,440,422,410,279,360
"Otra (021)",1295,263,260,232,210,135,195
"Ninguna (022)",688,106,184,185,103,56,54
"Hombres (024)",12526,1963,2332,2569,2206,1548,1908
"Católica (025)",10427,1594,1890,2138,1853,1319,1633
"Cristiana/Evangélica (026)",1068,210,193,197,178,132,158
"Otra (027)",558,95,120,106,98,55,84
"Ninguna (028)",473,64,129,128,77,42,33
"Mujeres (030)",13914,2094,2640,2718,2456,1611,2395
"Católica (031)",11700,1675,2198,2310,2086,1370,2061
"Cristiana/Evangélica (032)",1262,209,247,225,232,147,202
"Otra (033)",737,168,140,126,112,80,111
"Ninguna (034)",215,42,55,57,26,14,21
,,,,,,,
"RURAL (036)",10885,1718,1897,2080,1793,1335,2062
"Católica (037)",7891,1184,1393,1484,1293,964,1573
"Cristiana/Evangélica (038)",1610,272,234,305,287,215,297
"Otra (039)",1014,202,184,191,164,123,150
"Ninguna (040)",370,60,86,100,49,33,42
"Hombres (042)",5636,928,1022,1099,917,687,983
"Católica (043)",4145,655,760,810,656,502,762
"Cristiana/Evangélica (044)",750,124,108,142,143,106,127
"Otra (045)",516,111,104,87,83,60,71
"Ninguna (046)",225,38,50,60,35,19,23
"Mujeres (048)",5249,790,875,981,876,648,1079
"Católica (049)",3746,529,633,674,637,462,811
"Cristiana/Evangélica (050)",860,148,126,163,144,109,170
"Otra (051)",498,91,80,104,81,63,79
"Ninguna (052)",145,22,36,40,14,14,19
