"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia PACHITEA (000)",30717,28343,2374
"Hombres (001)",15488,14370,1118
"Mujeres (002)",15229,13973,1256
"De 18 a 29 años (003)",11879,10868,1011
"Hombres (004)",5824,5277,547
"Mujeres (005)",6055,5591,464
"De 30 a 44 años (006)",9624,9227,397
"Hombres (007)",4895,4706,189
"Mujeres (008)",4729,4521,208
"De 45 a 64 años (009)",6363,5980,383
"Hombres (010)",3332,3177,155
"Mujeres (011)",3031,2803,228
"De 65 y más años (012)",2851,2268,583
"Hombres (013)",1437,1210,227
"Mujeres (014)",1414,1058,356
,,,
"URBANA (015)",4842,4643,199
"Hombres (016)",2414,2320,94
"Mujeres (017)",2428,2323,105
"De 18 a 29 años (018)",1742,1655,87
"Hombres (019)",833,788,45
"Mujeres (020)",909,867,42
"De 30 a 44 años (021)",1694,1655,39
"Hombres (022)",837,815,22
"Mujeres (023)",857,840,17
"De 45 a 64 años (024)",1022,991,31
"Hombres (025)",548,537,11
"Mujeres (026)",474,454,20
"De 65 y más años (027)",384,342,42
"Hombres (028)",196,180,16
"Mujeres (029)",188,162,26
,,,
"RURAL (030)",25875,23700,2175
"Hombres (031)",13074,12050,1024
"Mujeres (032)",12801,11650,1151
"De 18 a 29 años (033)",10137,9213,924
"Hombres (034)",4991,4489,502
"Mujeres (035)",5146,4724,422
"De 30 a 44 años (036)",7930,7572,358
"Hombres (037)",4058,3891,167
"Mujeres (038)",3872,3681,191
"De 45 a 64 años (039)",5341,4989,352
"Hombres (040)",2784,2640,144
"Mujeres (041)",2557,2349,208
"De 65 y más años (042)",2467,1926,541
"Hombres (043)",1241,1030,211
"Mujeres (044)",1226,896,330
