"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LA UNION (000)",4296,4191,19,556,716,665,1094,740,329,72,105,17135
"De 12 a 14 años (001)",6,4,,2,2,,,,,,2,6
"De 15 a 19 años (002)",104,97,,80,16,,1,,,,7,116
"De 20 a 24 años (003)",305,270,1,149,89,24,6,1,,,35,430
"De 25 a 29 años (004)",399,378,1,71,139,95,65,6,1,,21,960
"De 30 a 34 años (005)",479,470,4,68,126,113,132,24,3,,9,1409
"De 35 a 39 años (006)",502,499,2,51,101,118,137,69,20,1,3,1841
"De 40 a 44 años (007)",458,450,,23,56,64,155,103,43,6,8,2101
"De 45 a 49 años (008)",384,376,3,14,43,46,112,103,43,12,8,1885
"De 50 y más años (009)",1659,1647,8,98,144,205,486,434,219,53,12,8387
"PEA (010)",1872,1824,7,267,349,297,449,301,125,29,48,7160
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",43,42,,35,6,,1,,,,1,51
"De 20 a 24 años (013)",116,100,1,57,35,5,2,,,,16,150
"De 25 a 29 años (014)",168,155,,35,55,33,29,3,,,13,389
"De 30 a 34 años (015)",253,249,3,51,70,61,54,9,1,,4,673
"De 35 a 39 años (016)",268,266,,36,63,61,66,32,7,1,2,919
"De 40 a 44 años (017)",256,251,,17,36,39,81,56,18,4,5,1117
"De 45 a 49 años (018)",183,177,3,5,24,25,47,45,22,6,6,870
"De 50 y más años (019)",584,583,,30,60,73,169,156,77,18,1,2990
"Ocupada (020)",1853,1808,6,265,345,296,443,299,125,29,45,7106
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",42,41,,34,6,,1,,,,1,50
