"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3829,775,621,1857,22,501,53
"Sin nivel (001)",303,3,49,164,,83,4
"Educación inicial (002)",6,,1,4,,1,
"Primaria (003)",996,17,190,580,7,181,21
"Secundaria (004)",1527,121,311,862,11,197,25
"Superior no univ. incompleta (005)",217,68,29,104,1,14,1
"Superior no univ. completa (006)",437,300,22,91,1,21,2
"Superior univ. incompleta (007)",74,38,11,20,1,4,
"Superior univ. completa (008)",269,228,8,32,1,,
"Hombres (010)",2586,410,547,1359,14,252,4
"Sin nivel (011)",148,2,33,84,,29,
"Educación inicial (012)",3,,,2,,1,
"Primaria (013)",694,9,165,433,3,80,4
"Secundaria (014)",1156,64,286,679,8,119,
"Superior no univ. incompleta (015)",141,40,26,65,1,9,
"Superior no univ. completa (016)",225,134,19,60,,12,
"Superior univ. incompleta (017)",55,29,11,12,1,2,
"Superior univ. completa (018)",164,132,7,24,1,,
"Mujeres (020)",1243,365,74,498,8,249,49
"Sin nivel (021)",155,1,16,80,,54,4
"Educación inicial (022)",3,,1,2,,,
"Primaria (023)",302,8,25,147,4,101,17
"Secundaria (024)",371,57,25,183,3,78,25
"Superior no univ. incompleta (025)",76,28,3,39,,5,1
"Superior no univ. completa (026)",212,166,3,31,1,9,2
"Superior univ. incompleta (027)",19,9,,8,,2,
"Superior univ. completa (028)",105,96,1,8,,,
,,,,,,,
"URBANA (030)",2823,691,419,1342,19,305,47
"Sin nivel (031)",150,2,24,88,,32,4
"Educación inicial (032)",3,,1,2,,,
"Primaria (033)",618,13,116,364,6,99,20
"Secundaria (034)",1175,106,228,670,9,142,20
"Superior no univ. incompleta (035)",195,63,24,93,1,13,1
"Superior no univ. completa (036)",388,272,13,84,1,16,2
"Superior univ. incompleta (037)",61,34,7,16,1,3,
"Superior univ. completa (038)",233,201,6,25,1,,
"Hombres (040)",1828,361,375,943,12,133,4
"Sin nivel (041)",52,1,14,32,,5,
"Educación inicial (042)",1,,,1,,,
"Primaria (043)",407,7,104,253,2,37,4
"Secundaria (044)",866,56,212,518,7,73,
"Superior no univ. incompleta (045)",124,35,22,58,1,8,
"Superior no univ. completa (046)",193,119,11,54,,9,
"Superior univ. incompleta (047)",45,26,7,10,1,1,
"Superior univ. completa (048)",140,117,5,17,1,,
"Mujeres (050)",995,330,44,399,7,172,43
"Sin nivel (051)",98,1,10,56,,27,4
"Educación inicial (052)",2,,1,1,,,
"Primaria (053)",211,6,12,111,4,62,16
"Secundaria (054)",309,50,16,152,2,69,20
"Superior no univ. incompleta (055)",71,28,2,35,,5,1
"Superior no univ. completa (056)",195,153,2,30,1,7,2
"Superior univ. incompleta (057)",16,8,,6,,2,
"Superior univ. completa (058)",93,84,1,8,,,
,,,,,,,
"RURAL (060)",1006,84,202,515,3,196,6
"Sin nivel (061)",153,1,25,76,,51,
"Educación inicial (062)",3,,,2,,1,
"Primaria (063)",378,4,74,216,1,82,1
"Secundaria (064)",352,15,83,192,2,55,5
"Superior no univ. incompleta (065)",22,5,5,11,,1,
"Superior no univ. completa (066)",49,28,9,7,,5,
"Superior univ. incompleta (067)",13,4,4,4,,1,
"Superior univ. completa (068)",36,27,2,7,,,
"Hombres (070)",758,49,172,416,2,119,
"Sin nivel (071)",96,1,19,52,,24,
"Educación inicial (072)",2,,,1,,1,
"Primaria (073)",287,2,61,180,1,43,
"Secundaria (074)",290,8,74,161,1,46,
"Superior no univ. incompleta (075)",17,5,4,7,,1,
"Superior no univ. completa (076)",32,15,8,6,,3,
"Superior univ. incompleta (077)",10,3,4,2,,1,
"Superior univ. completa (078)",24,15,2,7,,,
"Mujeres (080)",248,35,30,99,1,77,6
"Sin nivel (081)",57,,6,24,,27,
"Educación inicial (082)",1,,,1,,,
"Primaria (083)",91,2,13,36,,39,1
"Secundaria (084)",62,7,9,31,1,9,5
"Superior no univ. incompleta (085)",5,,1,4,,,
"Superior no univ. completa (086)",17,13,1,1,,2,
"Superior univ. incompleta (087)",3,1,,2,,,
"Superior univ. completa (088)",12,12,,,,,
