"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUAROCHIRI (000)",19207,181,614,1474,2261,3803,6277,4597
"De 12 a 14 años (001)",16,,,,,,3,13
"De 15 a 19 años (002)",432,,,,,,259,173
"De 20 a 24 años (003)",2043,,,,,6,1252,785
"De 25 a 29 años (004)",2348,,,,,125,1508,715
"De 30 a 34 años (005)",2385,,,,,425,1388,572
"De 35 a 39 años (006)",2260,,,,40,742,1044,434
"De 40 a 44 años (007)",1846,,,1,144,826,574,301
"De 45 a 49 años (008)",1561,,,14,321,757,216,253
"De 50 y más años (009)",6316,181,614,1459,1756,922,33,1351
"PEA (010)",8603,16,146,552,1095,2047,2600,2147
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",125,,,,,,79,46
"De 20 a 24 años (013)",754,,,,,6,410,338
"De 25 a 29 años (014)",1006,,,,,48,595,363
"De 30 a 34 años (015)",1112,,,,,211,611,290
"De 35 a 39 años (016)",1203,,,,26,431,485,261
"De 40 a 44 años (017)",999,,,1,84,451,294,169
"De 45 a 49 años (018)",826,,,5,167,392,112,150
"De 50 y más años (019)",2576,16,146,546,818,508,14,528
"Ocupada (020)",8433,16,145,545,1089,2023,2547,2068
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",116,,,,,,74,42
"De 20 a 24 años (023)",726,,,,,5,399,322
"De 25 a 29 años (024)",978,,,,,46,583,349
"De 30 a 34 años (025)",1084,,,,,208,598,278
"De 35 a 39 años (026)",1176,,,,24,426,478,248
"De 40 a 44 años (027)",985,,,1,84,447,291,162
"De 45 a 49 años (028)",813,,,5,165,387,110,146
"De 50 y más años (029)",2553,16,145,539,816,504,14,519
"Desocupada (030)",170,,1,7,6,24,53,79
"De 15 a 19 años (032)",9,,,,,,5,4
"De 20 a 24 años (033)",28,,,,,1,11,16
"De 25 a 29 años (034)",28,,,,,2,12,14
"De 30 a 34 años (035)",28,,,,,3,13,12
"De 35 a 39 años (036)",27,,,,2,5,7,13
"De 40 a 44 años (037)",14,,,,,4,3,7
"De 45 a 49 años (038)",13,,,,2,5,2,4
"De 50 y más años (039)",23,,1,7,2,4,,9
"No PEA (040)",10604,165,468,922,1166,1756,3677,2450
"De 12 a 14 años (041)",14,,,,,,3,11
"De 15 a 19 años (042)",307,,,,,,180,127
"De 20 a 24 años (043)",1289,,,,,,842,447
"De 25 a 29 años (044)",1342,,,,,77,913,352
"De 30 a 34 años (045)",1273,,,,,214,777,282
"De 35 a 39 años (046)",1057,,,,14,311,559,173
"De 40 a 44 años (047)",847,,,,60,375,280,132
