"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TAHUAMANU (000)",3151,3054,839,523,475,361,444,215,96,101,97,7869
"De 12 a 14 años (001)",301,298,295,2,1,,,,,,3,4
"De 15 a 19 años (002)",424,409,312,83,14,,,,,,15,111
"De 20 a 24 años (003)",461,429,112,195,90,28,3,1,,,32,478
"De 25 a 29 años (004)",425,400,52,133,128,66,21,,,,25,675
"De 30 a 34 años (005)",357,350,28,58,102,76,70,14,1,1,7,900
"De 35 a 39 años (006)",323,316,13,27,67,70,114,20,4,1,7,1055
"De 40 a 44 años (007)",252,250,11,11,31,48,91,40,13,5,2,1030
"De 45 a 49 años (008)",173,169,5,4,14,27,58,36,17,8,4,836
"De 50 y más años (009)",435,433,11,10,28,46,87,104,61,86,2,2780
"PEA (010)",1241,1186,230,229,219,162,190,87,34,35,55,3248
"De 12 a 14 años (011)",17,17,16,,1,,,,,,,2
"De 15 a 19 años (012)",91,88,60,26,2,,,,,,3,30
"De 20 a 24 años (013)",211,194,76,76,36,6,,,,,17,166
"De 25 a 29 años (014)",195,176,33,67,48,19,9,,,,19,257
"De 30 a 34 años (015)",178,173,22,29,60,33,25,3,,1,5,384
"De 35 a 39 años (016)",158,152,11,15,36,36,47,7,,,6,448
"De 40 a 44 años (017)",148,147,5,9,20,34,50,22,6,1,1,572
"De 45 a 49 años (018)",88,85,3,,5,17,29,18,10,3,3,424
"De 50 y más años (019)",155,154,4,7,11,17,30,37,18,30,1,965
"Ocupada (020)",1199,1145,209,224,210,158,189,87,33,35,54,3200
"De 12 a 14 años (021)",17,17,16,,1,,,,,,,2
"De 15 a 19 años (022)",80,77,50,25,2,,,,,,3,29
"De 20 a 24 años (023)",201,185,69,74,36,6,,,,,16,164
