"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TOCACHE (000)",30224,683,10866,10774,6747,1154
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",50,,8,21,19,2
"Profes., científicos e intelectuales (002)",1608,,349,932,318,9
"Técnicos de nivel medio y trab.asimilados (003)",797,1,304,314,153,25
"Jefes y empleados de oficina (004)",764,,288,349,126,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2453,44,758,991,574,86
"Agricult.trabaj. calif. agrop. y pesqueros (006)",10582,56,2685,3897,3208,736
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1292,15,441,482,325,29
"Obreros construc., conf., papel, fab., instr. (008)",1638,1,569,628,417,23
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",8939,515,4310,2612,1309,193
"Otra (010)",730,,554,132,44,
"Ocupación no especificada (011)",633,12,233,223,135,30
"Desocupado (012)",738,39,367,193,119,20
"Hombres (013)",23625,504,8651,8164,5344,962
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",39,,3,16,18,2
"Profes., científicos e intelectuales (015)",904,,172,517,208,7
"Técnicos de nivel medio y trab.asimilados (016)",580,1,218,224,114,23
"Jefes y empleados de oficina (017)",504,,151,251,101,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",999,23,295,367,265,49
"Agricult.trabaj. calif. agrop. y pesqueros (019)",9787,52,2496,3632,2930,677
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1155,13,405,416,295,26
"Obreros construc., conf., papel, fab., instr. (021)",1616,1,559,621,412,23
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",6516,379,3466,1747,795,129
"Otra (023)",683,,509,130,44,
"Ocupación no especificada (024)",249,8,102,79,53,7
"Desocupado (025)",593,27,275,164,109,18
"Mujeres (026)",6599,179,2215,2610,1403,192
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",11,,5,5,1,
"Profes., científicos e intelectuales (028)",704,,177,415,110,2
"Técnicos de nivel medio y trab.asimilados (029)",217,,86,90,39,2
"Jefes y empleados de oficina (030)",260,,137,98,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1454,21,463,624,309,37
"Agricult.trabaj. calif. agrop. y pesqueros (032)",795,4,189,265,278,59
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",137,2,36,66,30,3
