"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN IGNACIO (000)",131239,65074,5746,1481,59047
"Menos de 1 año (001)",3099,2648,116,11,325
"De 1 a 14 años (002)",50861,42057,2086,272,6492
"De 15 a 29 años (003)",33960,11162,1013,492,21320
"De 30 a 44 años (004)",22352,5225,1542,287,15321
"De 45 a 64 años (005)",15433,2929,817,292,11403
"De 65 y mas años (006)",5534,1053,172,127,4186
"Hombres (008)",69686,31627,2876,903,34350
"Menos de 1 año (009)",1582,1361,57,3,161
"De 1 a 14 años (010)",26233,21605,1078,131,3448
"De 15 a 29 años (011)",18264,4690,442,360,12790
"De 30 a 44 años (012)",12022,2033,709,166,9127
"De 45 a 64 años (013)",8478,1390,479,169,6448
"De 65 y mas años (014)",3107,548,111,74,2376
"Mujeres (016)",61553,33447,2870,578,24697
"Menos de 1 año (017)",1517,1287,59,8,164
"De 1 a 14 años (018)",24628,20452,1008,141,3044
"De 15 a 29 años (019)",15696,6472,571,132,8530
"De 30 a 44 años (020)",10330,3192,833,121,6194
"De 45 a 64 años (021)",6955,1539,338,123,4955
"De 65 y mas años (022)",2427,505,61,53,1810
,,,,,
"URBANA (024)",20604,7104,3027,850,9655
"Menos de 1 año (025)",392,269,58,5,61
"De 1 a 14 años (026)",6732,4369,1030,156,1188
"De 15 a 29 años (027)",5841,1405,515,336,3590
"De 30 a 44 años (028)",4028,547,868,167,2459
"De 45 a 64 años (029)",2697,335,474,128,1761
"De 65 y mas años (030)",914,179,82,58,596
"Hombres (032)",10512,3308,1511,565,5148
"Menos de 1 año (033)",199,138,27,1,33
"De 1 a 14 años (034)",3364,2174,530,70,596
"De 15 a 29 años (035)",2930,574,228,277,1856
"De 30 a 44 años (036)",2049,194,397,105,1360
"De 45 a 64 años (037)",1479,141,279,81,979
"De 65 y mas años (038)",491,87,50,31,324
"Mujeres (040)",10092,3796,1516,285,4507
"Menos de 1 año (041)",193,131,31,4,28
"De 1 a 14 años (042)",3368,2195,500,86,592
"De 15 a 29 años (043)",2911,831,287,59,1734
"De 30 a 44 años (044)",1979,353,471,62,1099
"De 45 a 64 años (045)",1218,194,195,47,782
"De 65 y mas años (046)",423,92,32,27,272
,,,,,
"RURAL (048)",110635,57970,2719,631,49392
"Menos de 1 año (049)",2707,2379,58,6,264
"De 1 a 14 años (050)",44129,37688,1056,116,5304
"De 15 a 29 años (051)",28119,9757,498,156,17730
"De 30 a 44 años (052)",18324,4678,674,120,12862
"De 45 a 64 años (053)",12736,2594,343,164,9642
"De 65 y mas años (054)",4620,874,90,69,3590
"Hombres (056)",59174,28319,1365,338,29202
"Menos de 1 año (057)",1383,1223,30,2,128
"De 1 a 14 años (058)",22869,19431,548,61,2852
"De 15 a 29 años (059)",15334,4116,214,83,10934
"De 30 a 44 años (060)",9973,1839,312,61,7767
"De 45 a 64 años (061)",6999,1249,200,88,5469
"De 65 y mas años (062)",2616,461,61,43,2052
"Mujeres (064)",51461,29651,1354,293,20190
"Menos de 1 año (065)",1324,1156,28,4,136
"De 1 a 14 años (066)",21260,18257,508,55,2452
"De 15 a 29 años (067)",12785,5641,284,73,6796
"De 30 a 44 años (068)",8351,2839,362,59,5095
"De 45 a 64 años (069)",5737,1345,143,76,4173
"De 65 y mas años (070)",2004,413,29,26,1538
