"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CARABAYA (000)",24576,21197,1457,943,979
"Empleado (001)",1942,514,395,431,602
"Obrero (002)",3539,2042,630,495,372
"Trabajador independiente (003)",12110,11855,255,,
"Empleador o patrono (004)",301,250,37,12,2
"Trabajador familiar no remunerado (005)",6535,6387,140,5,3
"Trabajador del hogar (006)",149,149,,,
"De 06 a 14 años (008)",637,626,10,1,
"Empleado (009)",7,5,2,,
"Obrero (010)",26,23,3,,
"Trabajador independiente (011)",43,41,2,,
"Trabajador familiar no remunerado (013)",551,547,3,1,
"Trabajador del hogar (014)",10,10,,,
"De 15 a 29 años (016)",8578,7233,608,364,373
"Empleado (017)",620,217,105,94,204
"Obrero (018)",1722,951,340,264,167
"Trabajador independiente (019)",3353,3273,80,,
"Empleador o patrono (020)",81,65,12,4,
"Trabajador familiar no remunerado (021)",2721,2646,71,2,2
"Trabajador del hogar (022)",81,81,,,
"De 30 a 44 años (024)",8603,7162,615,403,423
"Empleado (025)",974,222,237,236,279
"Obrero (026)",1172,654,213,163,142
"Trabajador independiente (027)",4494,4384,110,,
"Empleador o patrono (028)",105,85,16,3,1
"Trabajador familiar no remunerado (029)",1825,1784,39,1,1
"Trabajador del hogar (030)",33,33,,,
"De 45 a 64 años (032)",5246,4703,198,170,175
"Empleado (033)",326,65,50,98,113
"Obrero (034)",550,359,64,66,61
"Trabajador independiente (035)",3143,3087,56,,
"Empleador o patrono (036)",86,74,6,5,1
"Trabajador familiar no remunerado (037)",1121,1098,22,1,
"Trabajador del hogar (038)",20,20,,,
"De 65 y más años (040)",1512,1473,26,5,8
"Empleado (041)",15,5,1,3,6
"Obrero (042)",69,55,10,2,2
"Trabajador independiente (043)",1077,1070,7,,
"Empleador o patrono (044)",29,26,3,,
"Trabajador familiar no remunerado (045)",317,312,5,,
"Trabajador del hogar (046)",5,5,,,
,,,,,
"URBANA (048)",8154,6046,665,694,749
"Empleado (049)",1503,344,275,388,496
"Obrero (050)",1499,746,207,295,251
"Trabajador independiente (051)",3814,3672,142,,
"Empleador o patrono (052)",85,67,9,9,
"Trabajador familiar no remunerado (053)",1174,1138,32,2,2
"Trabajador del hogar (054)",79,79,,,
"De 06 a 14 años (056)",99,93,6,,
