"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANUCO (000)",198663,33475,42990,39539,31213,22409,29037
"Católica (001)",155331,26337,33944,31141,24395,17348,22166
"Cristiana/Evangélica (002)",36491,6061,7040,6849,5897,4454,6190
"Otra (003)",2941,398,686,646,438,341,432
"Ninguna (004)",3900,679,1320,903,483,266,249
"Hombres (006)",96458,16944,21186,19097,14701,10664,13866
"Católica (007)",76595,13561,16900,15197,11628,8457,10852
"Cristiana/Evangélica (008)",16060,2808,3170,2988,2555,1884,2655
"Otra (009)",1426,193,345,325,209,150,204
"Ninguna (010)",2377,382,771,587,309,173,155
"Mujeres (012)",102205,16531,21804,20442,16512,11745,15171
"Católica (013)",78736,12776,17044,15944,12767,8891,11314
"Cristiana/Evangélica (014)",20431,3253,3870,3861,3342,2570,3535
"Otra (015)",1515,205,341,321,229,191,228
"Ninguna (016)",1523,297,549,316,174,93,94
,,,,,,,
"URBANA (018)",124995,19542,28185,24964,20129,14463,17712
"Católica (019)",97895,15166,21957,19698,15991,11402,13681
"Cristiana/Evangélica (020)",21283,3514,4469,3907,3357,2556,3480
"Otra (021)",2543,329,611,578,376,293,356
"Ninguna (022)",3274,533,1148,781,405,212,195
"Hombres (024)",59177,9668,13588,11800,9210,6686,8225
"Católica (025)",46978,7629,10643,9349,7439,5409,6509
"Cristiana/Evangélica (026)",8955,1573,1966,1645,1335,1011,1425
"Otra (027)",1223,156,309,294,174,127,163
"Ninguna (028)",2021,310,670,512,262,139,128
"Mujeres (030)",65818,9874,14597,13164,10919,7777,9487
"Católica (031)",50917,7537,11314,10349,8552,5993,7172
"Cristiana/Evangélica (032)",12328,1941,2503,2262,2022,1545,2055
"Otra (033)",1320,173,302,284,202,166,193
"Ninguna (034)",1253,223,478,269,143,73,67
,,,,,,,
"RURAL (036)",73668,13933,14805,14575,11084,7946,11325
"Católica (037)",57436,11171,11987,11443,8404,5946,8485
"Cristiana/Evangélica (038)",15208,2547,2571,2942,2540,1898,2710
"Otra (039)",398,69,75,68,62,48,76
"Ninguna (040)",626,146,172,122,78,54,54
"Hombres (042)",37281,7276,7598,7297,5491,3978,5641
"Católica (043)",29617,5932,6257,5848,4189,3048,4343
"Cristiana/Evangélica (044)",7105,1235,1204,1343,1220,873,1230
"Otra (045)",203,37,36,31,35,23,41
"Ninguna (046)",356,72,101,75,47,34,27
"Mujeres (048)",36387,6657,7207,7278,5593,3968,5684
"Católica (049)",27819,5239,5730,5595,4215,2898,4142
"Cristiana/Evangélica (050)",8103,1312,1367,1599,1320,1025,1480
"Otra (051)",195,32,39,37,27,25,35
"Ninguna (052)",270,74,71,47,31,20,27
