"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia YAULI (000)",18796,10085,2233,3441,3037
"Empleado (001)",4976,1741,801,1130,1304
"Obrero (002)",7609,2495,1128,2267,1719
"Trabajador independiente (003)",5106,4861,245,,
"Empleador o patrono (004)",271,201,32,27,11
"Trabajador familiar no remunerado (005)",651,604,27,17,3
"Trabajador del hogar (006)",183,183,,,
"De 06 a 14 años (008)",103,96,5,1,1
"Empleado (009)",13,11,2,,
"Obrero (010)",13,9,2,1,1
"Trabajador independiente (011)",15,14,1,,
"Trabajador familiar no remunerado (013)",55,55,,,
"Trabajador del hogar (014)",7,7,,,
"De 15 a 29 años (016)",5670,3147,806,868,849
"Empleado (017)",1632,703,329,287,313
"Obrero (018)",2310,856,361,561,532
"Trabajador independiente (019)",1344,1251,93,,
"Empleador o patrono (020)",61,42,7,9,3
"Trabajador familiar no remunerado (021)",232,204,16,11,1
"Trabajador del hogar (022)",91,91,,,
"De 30 a 44 años (024)",7577,3764,887,1551,1375
"Empleado (025)",2098,671,314,531,582
"Obrero (026)",3230,986,452,1005,787
"Trabajador independiente (027)",1933,1832,101,,
"Empleador o patrono (028)",104,72,16,12,4
"Trabajador familiar no remunerado (029)",158,149,4,3,2
"Trabajador del hogar (030)",54,54,,,
"De 45 a 64 años (032)",4896,2588,516,1004,788
"Empleado (033)",1168,320,146,306,396
"Obrero (034)",1966,581,306,691,388
"Trabajador independiente (035)",1502,1453,49,,
"Empleador o patrono (036)",91,72,9,6,4
"Trabajador familiar no remunerado (037)",142,135,6,1,
"Trabajador del hogar (038)",27,27,,,
"De 65 y más años (040)",550,490,19,17,24
"Empleado (041)",65,36,10,6,13
"Obrero (042)",90,63,7,9,11
"Trabajador independiente (043)",312,311,1,,
"Empleador o patrono (044)",15,15,,,
"Trabajador familiar no remunerado (045)",64,61,1,2,
"Trabajador del hogar (046)",4,4,,,
,,,,,
"URBANA (048)",16261,8499,1960,3030,2772
"Empleado (049)",4612,1621,737,1032,1222
"Obrero (050)",6253,1804,951,1961,1537
"Trabajador independiente (051)",4525,4306,219,,
"Empleador o patrono (052)",246,176,32,27,11
"Trabajador familiar no remunerado (053)",448,415,21,10,2
"Trabajador del hogar (054)",177,177,,,
