"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANTABAMBA (000)",3290,3222,17,460,498,455,928,581,227,56,68,13181
"De 12 a 14 años (001)",7,3,,3,,,,,,,4,3
"De 15 a 19 años (002)",85,79,1,69,9,,,,,,6,87
"De 20 a 24 años (003)",290,269,1,125,109,30,3,1,,,21,451
"De 25 a 29 años (004)",312,300,1,77,109,67,44,2,,,12,695
"De 30 a 34 años (005)",328,323,2,45,64,99,96,16,1,,5,998
"De 35 a 39 años (006)",339,336,1,19,42,46,159,58,11,,3,1411
"De 40 a 44 años (007)",293,292,1,13,22,35,112,79,26,4,1,1424
"De 45 a 49 años (008)",288,285,,13,24,23,89,89,40,7,3,1517
"De 50 y más años (009)",1348,1335,10,96,119,155,425,336,149,45,13,6595
"PEA (010)",1270,1242,7,191,212,168,330,216,93,25,28,5019
"De 15 a 19 años (012)",25,23,,22,1,,,,,,2,24
"De 20 a 24 años (013)",118,110,1,55,44,7,2,1,,,8,178
"De 25 a 29 años (014)",125,118,1,37,43,26,11,,,,7,247
"De 30 a 34 años (015)",140,136,1,26,29,39,35,5,1,,4,396
"De 35 a 39 años (016)",158,155,,12,27,23,72,17,4,,3,593
"De 40 a 44 años (017)",145,145,,5,16,17,54,37,14,2,,693
"De 45 a 49 años (018)",136,134,,5,12,13,41,42,18,3,2,708
"De 50 y más años (019)",423,421,4,29,40,43,115,114,56,20,2,2180
"Ocupada (020)",1260,1232,7,189,209,168,326,216,92,25,28,4985
"De 15 a 19 años (022)",25,23,,22,1,,,,,,2,24
"De 20 a 24 años (023)",117,109,1,54,44,7,2,1,,,8,177
"De 25 a 29 años (024)",124,117,1,36,43,26,11,,,,7,246
