"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUALLAGA (000)",250,17,94,88,41,10
"Conviviente (001)",75,,24,37,12,2
"Separado(a) (002)",8,,1,4,3,
"Casado(a) (003)",49,1,1,23,19,5
"Viudo(a) (004)",6,,,1,2,3
"Soltero(a) (006)",112,16,68,23,5,
"Hombres (008)",201,10,74,73,37,7
"Conviviente (009)",66,,21,32,11,2
"Separado(a) (010)",5,,1,3,1,
"Casado(a) (011)",41,,1,18,18,4
"Viudo(a) (012)",3,,,,2,1
"Soltero(a) (014)",86,10,51,20,5,
"Mujeres (016)",49,7,20,15,4,3
"Conviviente (017)",9,,3,5,1,
"Separado(a) (018)",3,,,1,2,
"Casado(a) (019)",8,1,,5,1,1
"Viudo(a) (020)",3,,,1,,2
"Soltero(a) (022)",26,6,17,3,,
,,,,,,
"AREA URBANA (024)",179,5,60,70,34,10
"Conviviente (025)",55,,14,29,10,2
"Separado(a) (026)",6,,,3,3,
"Casado(a) (027)",39,,,17,17,5
"Viudo(a) (028)",4,,,1,,3
"Soltero(a) (030)",75,5,46,20,4,
"Hombres (032)",144,3,47,57,30,7
"Conviviente (033)",50,,13,26,9,2
"Separado(a) (034)",3,,,2,1,
"Casado(a) (035)",32,,,12,16,4
"Viudo(a) (036)",1,,,,,1
"Soltero(a) (038)",58,3,34,17,4,
"Mujeres (040)",35,2,13,13,4,3
"Conviviente (041)",5,,1,3,1,
"Separado(a) (042)",3,,,1,2,
"Casado(a) (043)",7,,,5,1,1
"Viudo(a) (044)",3,,,1,,2
"Soltero(a) (046)",17,2,12,3,,
,,,,,,
"AREA RURAL (048)",71,12,34,18,7,
"Conviviente (049)",20,,10,8,2,
"Separado(a) (050)",2,,1,1,,
"Casado(a) (051)",10,1,1,6,2,
"Viudo(a) (052)",2,,,,2,
"Soltero(a) (054)",37,11,22,3,1,
"Hombres (056)",57,7,27,16,7,
"Conviviente (057)",16,,8,6,2,
"Separado(a) (058)",2,,1,1,,
"Casado(a) (059)",9,,1,6,2,
"Viudo(a) (060)",2,,,,2,
"Soltero(a) (062)",28,7,17,3,1,
"Mujeres (064)",14,5,7,2,,
"Conviviente (065)",4,,2,2,,
"Casado(a) (067)",1,1,,,,
"Soltero(a) (070)",9,4,5,,,
