"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LEONCIO PRADO (000)",29351,27894,113,6567,6257,4819,5890,2875,1075,298,1457,90080
"De 12 a 14 años (001)",56,27,1,26,,,,,,,29,26
"De 15 a 19 años (002)",1290,1148,13,987,129,12,7,,,,142,1309
"De 20 a 24 años (003)",3705,3151,13,2038,847,216,34,3,,,554,4544
"De 25 a 29 años (004)",4173,3777,12,1435,1365,645,304,14,2,,396,7487
"De 30 a 34 años (005)",3781,3650,18,781,1164,866,691,116,12,2,131,9528
"De 35 a 39 años (006)",3846,3774,10,454,973,905,1036,329,59,8,72,12311
"De 40 a 44 años (007)",3244,3207,12,252,645,717,1007,417,133,24,37,12156
"De 45 a 49 años (008)",2685,2657,7,182,435,554,851,446,143,39,28,10963
"De 50 y más años (009)",6571,6503,27,412,699,904,1960,1550,726,225,68,31756
"PEA (010)",10380,9756,39,2327,2409,1800,1944,884,275,78,624,29823
"De 12 a 14 años (011)",8,5,,5,,,,,,,3,5
"De 15 a 19 años (012)",240,214,3,183,21,6,1,,,,26,247
"De 20 a 24 años (013)",979,758,3,530,173,40,11,1,,,221,1048
"De 25 a 29 años (014)",1348,1128,6,536,374,159,50,2,1,,220,1986
"De 30 a 34 años (015)",1431,1360,9,410,471,264,176,25,3,2,71,3100
"De 35 a 39 años (016)",1608,1569,6,257,471,374,356,95,8,2,39,4555
"De 40 a 44 años (017)",1481,1467,5,149,375,346,409,150,25,8,14,4969
"De 45 a 49 años (018)",1234,1219,3,108,253,291,346,164,42,12,15,4555
"De 50 y más años (019)",2051,2036,4,149,271,320,595,447,196,54,15,9358
"Ocupada (020)",9965,9405,37,2197,2328,1752,1900,854,265,72,560,28849
