"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SIHUAS (000)",8288,127,2333,2813,2192,823
"Agric., ganadería, caza y silvicultura (001)",5404,107,1502,1611,1479,705
"Explotación de minas y canteras (003)",26,,11,6,9,
"Industrias manufactureras (004)",148,1,37,52,47,11
"Suministro de electricidad, gas y agua (005)",13,,6,2,4,1
"Construcción (006)",480,1,154,182,124,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",385,6,96,142,112,29
"Venta, mant.y rep. veh.autom.y motoc. (008)",20,,7,6,5,2
"Comercio al por mayor (009)",9,,1,5,3,
"Comercio al por menor (010)",356,6,88,131,104,27
"Hoteles y restaurantes (011)",93,5,20,36,28,4
"Trans., almac. y comunicaciones (012)",111,,51,44,14,2
"Intermediación financiera (013)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (014)",96,,42,30,19,5
"Admin.pub. y defensa; p. segur.soc.afil (015)",203,,69,94,34,6
"Enseñanza (016)",765,,127,419,218,1
"Servicios sociales y de salud (017)",85,,24,48,11,2
"Otras activ. serv.comun.soc y personales (018)",160,3,73,54,25,5
"Hogares privados con servicio doméstico (019)",135,4,66,38,20,7
"Actividad economica no especificada (021)",182,,54,54,48,26
"Hombres (022)",5682,86,1561,1866,1571,598
"Agric., ganadería, caza y silvicultura (023)",3952,80,1094,1143,1101,534
"Explotación de minas y canteras (025)",26,,11,6,9,
"Industrias manufactureras (026)",125,,28,46,41,10
"Suministro de electricidad, gas y agua (027)",13,,6,2,4,1
"Construcción (028)",463,1,150,176,119,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",183,2,42,67,59,13
"Venta, mant.y rep. veh.autom.y motoc. (030)",18,,5,6,5,2
"Comercio al por mayor (031)",5,,1,2,2,
"Comercio al por menor (032)",160,2,36,59,52,11
"Hoteles y restaurantes (033)",18,2,5,5,4,2
"Trans., almac. y comunicaciones (034)",100,,45,42,11,2
"Intermediación financiera (035)",1,,1,,,
"Activid.inmobil., empres. y alquileres (036)",59,,21,18,16,4
"Admin.pub. y defensa; p. segur.soc.afil (037)",161,,46,77,32,6
"Enseñanza (038)",428,,58,223,147,
"Servicios sociales y de salud (039)",34,,7,19,6,2
"Otras activ. serv.comun.soc y personales (040)",54,1,23,21,8,1
"Hogares privados con servicio doméstico (041)",5,,3,2,,
"Actividad economica no especificada (043)",60,,21,19,14,6
